"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"967",12,8,16,23,13,8,9,42,12,10,13,12,12,11,14,17,9,45,11,8
"968",11,11,10,8,15,10,10,10,11,26,7,7,10,11,9,16,29,11,9,9
"969",13,20,18,12,23,17,10,21,48,35,16,55,15,20,10,10,15,21,20,13
"970",12,13,13,17,11,16,16,16,10,16,14,15,67,25,18,82,20,88,15,16
"971",64,16,11,12,26,15,52,15,10,12,10,19,30,10,12,27,9,15,10,14
"972",13,49,49,13,22,9,15,36,9,34,34,23,9,12,18,13,10,29,13,12
"973",21,8,18,17,52,86,16,12,12,17,12,12,22,12,17,9,11,18,83,15
"974",9,13,14,9,16,13,36,19,14,52,83,60,14,13,10,14,42,25,12,12
"975",14,13,17,15,11,10,9,62,16,55,10,14,19,11,9,13,57,7,15,18
"976",10,10,9,8,8,9,11,11,26,12,11,8,25,11,10,11,11,10,12,12
"977",20,15,8,23,17,18,14,15,21,21,10,13,9,386,11,11,10,22,8,13
"978",11,18,14,20,12,10,14,21,10,9,31,11,17,8,8,9,13,8,16,16
"979",15,9,15,15,8,8,11,13,17,12,9,14,13,9,34,9,8,11,10,33
"980",18,19,13,37,16,12,22,32,181,12,17,12,10,11,188,20,24,18,11,12
"981",12,15,57,12,13,19,23,15,15,14,17,14,16,12,14,56,16,16,17,14
"982",13,17,15,14,18,19,21,14,9,30,12,14,22,15,14,18,15,34,9,17
"983",8,148,12,152,10,10,12,10,8,13,215,11,11,9,9,9,13,18,11,215
"984",18,12,16,21,21,11,9,9,22,20,11,17,97,11,88,95,16,11,10,47
"985",8,15,34,12,11,33,9,15,15,17,10,11,11,6,10,15,11,8,10,16
"986",24,7,8,7,19,22,33,12,13,18,11,15,20,24,19,10,8,11,10,30
"987",25,19,31,14,13,29,17,11,16,60,10,60,13,36,15,14,10,17,9,24
"988",12,13,9,11,9,14,10,11,57,11,13,49,13,9,13,24,60,11,15,22
"989",7,52,12,18,34,14,13,18,14,11,8,21,11,9,12,16,51,10,12,16
"990",11,27,10,10,8,12,8,8,10,11,9,7,13,10,26,9,10,7,8,11
"991",11,11,15,12,26,13,11,12,9,13,11,16,15,10,27,12,15,12,15,13
"992",13,9,17,17,10,10,10,13,8,11,9,13,14,9,9,10,12,41,40,10
"993",12,99,95,11,13,82,9,11,10,8,13,12,12,11,15,11,10,10,13,9
"994",11,7,11,8,10,8,10,10,9,8,17,34,15,13,11,11,32,8,12,19
"995",22,65,27,13,17,20,14,22,61,17,11,12,22,27,16,14,16,15,11,15
"996",7,22,10,15,9,10,15,14,14,16,10,13,32,14,11,12,9,12,9,16
"997",7,13,26,17,10,59,14,22,25,20,12,59,15,12,10,20,20,9,13,35
"998",18,10,10,20,46,10,9,96,12,16,88,13,11,13,8,19,10,20,9,14
"999",25,15,13,13,14,14,17,14,13,12,13,54,12,8,61,14,56,12,22,15
"1000",16,27,27,12,8,14,12,10,11,9,13,12,11,13,13,12,12,11,11,10
