"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"321",8,82,13,13,11,72,11,25,12,10,53,12,11,10,20,8,10,10,10,11
"322",11,12,8,13,13,13,14,14,7,14,13,13,11,26,26,10,12,12,7,9
"323",25,26,67,12,13,10,11,13,13,11,13,60,10,12,9,15,22,8,19,13
"324",14,16,12,17,20,15,16,43,11,14,15,142,228,79,227,16,12,9,23,18
"325",12,16,16,17,12,11,12,14,15,9,15,10,13,16,11,33,17,31,8,17
"326",14,17,16,43,14,15,12,27,7,12,10,20,14,12,20,13,11,43,9,13
"327",9,9,13,14,11,9,75,13,17,10,65,72,27,12,20,9,78,18,11,14
"328",6,24,25,5,9,12,9,10,7,9,8,10,11,9,8,8,8,10,9,10
"329",14,8,16,12,14,18,11,18,12,11,10,18,9,37,18,11,9,13,15,38
"330",21,8,NA,17,19,21,14,25,NA,24,18,15,9,13,73,11,16,9,26,21
"331",18,19,14,36,8,18,10,15,20,15,18,11,35,14,9,20,18,10,9,12
"332",39,17,16,16,13,10,14,40,27,17,20,18,12,17,20,22,9,16,12,11
"333",27,157,14,13,64,10,18,131,14,7,13,13,10,10,14,9,34,17,11,13
"334",8,9,24,15,16,57,11,11,14,11,12,13,15,26,12,15,12,10,62,14
"335",14,15,11,33,16,28,17,12,11,10,15,16,15,14,8,8,12,9,14,14
"336",11,14,19,12,23,12,7,273,10,22,37,68,12,11,14,17,13,12,12,400
"337",13,9,10,31,16,15,12,16,17,18,12,13,19,12,13,16,30,14,15,14
"338",9,8,15,9,11,37,10,10,19,12,11,8,10,8,31,13,20,14,13,10
"339",19,12,11,10,10,47,11,13,9,10,9,8,11,9,13,13,11,47,9,13
"340",10,79,10,30,11,31,20,16,15,16,25,12,21,81,15,15,13,20,18,16
"341",471,19,14,8,12,13,292,17,12,19,469,13,16,9,474,13,18,14,10,21
"342",9,76,15,8,16,18,18,76,17,9,23,16,11,18,16,17,12,14,8,13
"343",12,NA,NA,11,9,32,16,13,10,11,7,11,17,7,16,17,10,12,11,14
"344",9,15,76,9,25,11,8,23,15,12,120,13,8,9,7,15,27,14,19,12
"345",19,NA,24,19,41,21,11,11,15,19,20,18,11,NA,16,9,9,10,11,35
"346",10,102,11,23,10,14,16,52,19,28,25,17,19,23,16,14,20,103,16,21
"347",8,42,11,18,12,15,19,23,15,10,17,14,17,16,8,11,13,49,11,19
"348",11,25,7,8,11,9,8,11,10,7,11,13,13,7,9,8,13,9,8,25
"349",12,83,79,14,21,14,14,13,11,9,8,14,13,11,11,8,11,14,15,30
"350",19,9,9,11,91,14,16,11,12,12,16,54,8,10,96,15,14,11,34,8
"351",19,10,19,15,19,40,14,11,12,13,15,48,10,13,13,16,12,15,13,13
"352",27,26,17,20,13,15,14,9,20,14,17,10,14,43,14,40,22,22,12,16
"353",18,12,37,10,216,11,11,9,86,7,9,8,90,17,14,8,11,10,215,12
"354",12,31,15,16,30,10,16,16,23,57,19,15,16,11,28,14,15,58,19,15
"355",125,15,16,11,11,12,20,82,13,11,13,12,18,17,77,16,126,19,15,13
"356",12,15,13,13,33,9,12,34,15,11,18,13,11,12,13,9,11,11,15,16
"357",17,64,13,10,11,9,14,97,8,15,12,86,18,19,14,7,19,13,17,6
"358",9,11,12,11,11,12,35,34,12,13,16,11,9,14,12,11,13,12,12,11
"359",59,17,9,21,12,9,86,12,66,13,134,11,17,12,19,23,18,11,12,15
"360",10,27,9,9,8,9,20,26,18,21,11,18,13,32,12,9,9,28,10,12
"361",7,28,18,8,8,28,14,12,11,11,13,10,12,15,14,12,8,10,7,11
"362",20,19,17,9,7,19,21,24,9,44,11,17,6,14,15,11,57,13,25,14
"363",11,NA,11,9,10,15,14,8,13,12,10,NA,10,11,8,9,NA,12,9,13
"364",12,10,16,26,14,16,25,47,12,11,22,91,129,9,12,10,14,20,110,10
"365",18,16,17,13,139,141,13,10,119,15,10,13,49,11,12,10,19,15,58,35
"366",12,10,10,37,7,11,8,22,9,37,24,9,23,24,10,10,9,22,9,10
"367",12,10,17,14,13,11,11,17,40,9,16,23,19,23,14,19,10,37,22,12
"368",20,12,37,17,10,17,19,17,15,9,12,11,16,14,10,15,38,12,10,19
"369",11,8,9,11,9,7,8,11,13,9,10,12,8,11,12,129,11,103,121,11
"370",8,13,13,14,12,8,16,8,12,13,8,8,12,65,9,21,10,51,9,9
"371",17,9,14,9,13,77,124,12,122,15,9,77,10,16,31,8,19,11,8,7
"372",67,13,9,12,19,16,15,10,30,76,13,13,9,26,33,32,20,9,10,14
"373",17,9,15,22,11,17,334,331,17,16,13,10,16,30,12,10,17,10,13,12
"374",9,9,39,19,8,9,7,10,14,19,11,9,14,11,17,19,12,38,7,21
"375",11,12,21,11,12,13,8,13,13,10,15,14,9,17,8,9,72,8,18,59
"376",12,20,12,12,10,13,12,11,9,9,39,19,19,11,20,9,14,18,10,38
"377",28,15,13,53,12,39,17,18,11,15,13,15,13,16,61,10,24,9,11,11
"378",17,11,25,12,14,10,22,10,22,9,18,78,60,17,71,11,15,16,11,25
"379",9,38,12,8,7,14,16,10,32,16,17,14,13,9,8,12,10,17,13,15
"380",23,18,16,17,11,24,13,102,20,116,14,13,11,14,16,10,27,20,11,12
"381",22,15,13,26,14,29,13,11,51,11,45,16,7,49,14,10,19,16,11,21
"382",12,11,13,23,13,10,14,12,7,25,11,10,9,9,8,10,11,12,10,12
"383",20,11,19,12,16,14,16,12,16,17,20,39,89,9,82,13,12,14,14,11
"384",8,9,9,13,9,11,7,12,9,12,9,32,16,14,9,11,9,32,9,10
"385",11,11,8,9,10,7,12,11,9,13,11,10,10,11,9,11,56,50,12,11
"386",11,11,42,16,10,10,10,16,11,29,9,10,60,31,9,15,16,21,22,16
"387",9,11,13,11,36,13,12,8,14,11,9,9,12,11,7,10,7,8,42,19
"388",11,12,15,16,9,9,8,7,8,8,9,9,13,67,14,8,12,70,9,16
"389",20,38,12,15,36,20,15,12,11,12,8,20,17,14,17,19,10,13,8,9
"390",13,16,77,9,8,13,13,11,15,13,75,9,9,11,13,55,9,9,10,11
"391",13,12,15,12,165,12,256,9,11,12,13,11,16,10,11,15,13,161,14,14
"392",17,13,17,9,16,10,36,32,90,81,11,14,17,14,17,10,35,26,11,10
"393",8,10,15,18,29,13,13,263,9,8,11,10,253,163,20,10,7,263,13,7
"394",15,17,12,14,79,14,12,20,15,50,75,59,12,14,11,22,13,26,31,82
"395",13,104,17,16,26,21,15,20,16,35,19,27,29,141,138,15,24,15,10,99
"396",10,13,9,11,10,9,9,118,12,13,16,16,62,12,22,20,159,13,25,17
"397",9,11,18,12,15,16,11,12,9,13,12,11,12,9,14,11,17,35,36,9
"398",13,15,11,13,17,19,8,11,11,15,24,15,NA,11,12,10,9,490,14,NA
"399",12,13,16,10,13,14,15,13,13,8,13,24,11,13,27,15,13,7,18,9
"400",10,16,17,12,16,30,11,31,15,9,9,19,11,17,10,14,12,11,13,12
"401",11,10,27,11,21,18,12,13,106,21,39,11,10,11,12,11,12,8,20,132
"402",10,12,19,15,26,9,30,13,12,13,9,9,19,17,10,11,8,11,11,16
"403",12,11,9,10,14,11,NA,19,27,9,28,30,14,12,9,15,163,11,12,16
"404",11,8,9,13,8,10,10,8,154,12,14,13,13,14,14,192,12,15,9,12
"405",NA,12,10,16,8,12,11,10,11,NA,12,11,16,NA,10,14,11,11,10,17
"406",10,11,13,10,11,11,12,12,12,13,14,14,9,9,75,60,9,12,13,11
"407",10,33,18,15,13,11,18,22,11,30,17,9,14,12,9,19,11,12,12,12
"408",17,19,50,20,13,9,24,10,16,19,16,14,8,8,25,47,26,11,8,11
"409",12,9,35,10,9,9,10,8,11,9,11,9,10,9,10,8,9,30,9,13
"410",8,9,13,9,8,62,11,7,9,15,54,10,8,17,8,16,7,8,10,8
"411",10,14,12,13,13,12,17,12,14,9,13,23,64,17,24,75,15,12,9,15
"412",18,22,18,14,15,17,355,33,12,477,18,18,82,36,59,21,11,15,12,17
"413",14,19,12,25,14,12,10,20,74,9,23,12,11,77,16,15,12,12,13,12
"414",23,11,13,9,14,18,19,13,44,17,17,43,12,14,14,12,10,18,14,15
"415",12,16,12,21,11,32,29,9,15,7,11,9,14,11,11,12,15,8,16,8
"416",19,16,9,14,31,17,30,16,14,19,19,9,18,11,16,20,16,10,20,13
"417",8,10,9,14,9,9,14,9,12,13,12,12,127,102,8,13,10,132,13,10
"418",8,12,15,7,12,32,62,32,11,8,12,11,18,7,17,11,12,8,69,21
"419",19,14,12,11,17,32,15,14,18,11,12,13,18,10,13,13,12,9,21,38
"420",12,18,16,18,10,12,200,30,18,12,17,16,8,18,141,15,181,16,27,10
"421",9,33,32,20,14,15,16,16,15,13,18,14,14,9,17,18,11,12,15,16
"422",10,11,10,7,12,9,12,10,102,13,9,8,9,11,9,12,9,120,306,11
"423",60,15,11,9,18,12,13,12,12,17,13,15,13,13,17,10,17,89,92,15
"424",19,40,15,13,9,13,14,11,11,12,26,19,15,11,12,12,13,17,17,37
"425",13,15,14,24,18,16,20,27,10,58,10,11,13,23,13,18,17,11,55,11
"426",13,16,11,20,17,60,16,15,11,20,10,19,15,13,17,8,67,15,11,9
"427",10,11,10,9,14,17,111,10,19,14,114,17,8,17,88,12,14,17,10,13
"428",10,9,13,13,10,12,9,9,11,30,12,9,12,12,10,8,29,12,9,11
"429",12,9,8,9,12,13,19,14,11,9,17,11,30,30,14,10,11,20,11,10
"430",19,24,26,227,16,13,10,219,26,15,12,12,67,15,11,11,43,24,19,15
"431",127,13,11,25,10,14,12,15,12,9,11,9,11,14,12,94,122,10,23,27
"432",9,15,13,13,11,18,17,23,75,15,8,29,17,12,78,28,14,32,10,11
"433",11,32,13,201,8,192,13,10,35,21,7,14,10,8,8,124,10,61,16,8
"434",23,11,12,11,6,15,17,9,18,22,29,10,21,15,13,21,14,7,29,13
"435",10,11,14,20,17,13,33,12,10,9,19,12,13,45,9,16,15,15,12,20
"436",17,14,139,15,14,10,11,14,12,15,11,136,23,12,116,11,10,14,9,12
"437",19,25,22,74,9,14,15,17,17,19,21,14,13,35,75,12,22,19,17,32
"438",14,12,27,13,12,11,12,8,7,27,41,14,18,14,8,13,18,10,48,14
"439",14,14,33,8,10,12,11,25,11,15,9,50,49,29,15,17,12,11,12,13
"440",37,12,11,9,15,11,33,9,10,13,22,11,11,10,9,12,10,17,8,11
"441",21,27,12,16,11,19,11,23,98,24,10,8,10,98,13,11,9,66,17,17
"442",18,9,10,15,12,14,14,10,17,15,34,14,10,9,318,11,16,36,112,12
"443",8,10,20,8,11,7,10,9,13,10,25,59,58,10,8,14,9,26,8,31
"444",9,16,15,18,16,31,15,15,15,10,17,10,13,11,13,12,17,9,10,34
"445",38,21,207,21,210,18,11,19,18,17,28,190,11,17,29,23,54,15,21,19
"446",13,13,12,14,13,15,17,13,12,29,12,12,32,11,11,11,14,8,11,20
"447",11,19,36,14,9,9,11,10,14,14,20,37,15,18,13,10,12,13,11,15
"448",13,19,22,31,14,18,19,10,13,33,12,16,22,11,21,14,9,11,15,13
"449",38,20,17,17,12,14,13,135,71,NA,10,19,14,20,9,18,12,13,18,9
"450",17,14,11,12,18,66,19,12,74,18,12,12,17,14,13,12,12,15,10,11
"451",15,16,14,14,10,10,8,16,14,29,14,7,9,30,11,9,14,15,16,10
"452",12,14,11,11,9,8,12,10,13,10,14,28,14,12,9,33,12,9,11,11
"453",11,8,108,9,13,126,12,8,19,18,11,9,36,41,9,20,16,110,15,18
"454",10,7,12,36,11,8,16,11,18,10,17,11,14,12,8,11,16,37,16,13
"455",8,11,9,18,12,21,8,13,9,9,12,14,13,10,10,66,18,8,15,58
"456",18,7,16,19,8,18,13,16,12,12,8,14,11,15,32,12,13,14,9,46
"457",15,12,13,42,8,18,35,14,13,11,15,11,12,15,12,13,16,15,21,11
"458",9,14,7,13,12,12,15,12,14,23,13,11,12,8,9,11,15,14,24,16
"459",10,11,9,16,25,12,23,14,18,10,14,17,13,9,16,11,14,8,9,14
"460",16,16,19,17,11,13,12,32,NA,16,17,18,17,13,16,474,455,15,14,11
"461",11,15,16,36,14,14,19,13,15,19,30,10,14,20,12,17,14,12,11,18
"462",14,38,11,12,12,14,40,11,17,16,15,15,10,35,15,12,11,7,15,13
"463",41,15,22,11,13,10,43,6,13,16,12,12,16,12,17,14,11,12,16,12
"464",10,10,8,35,17,13,9,11,9,15,9,14,14,18,18,18,17,34,12,13
"465",14,16,16,11,11,26,12,13,58,9,29,23,13,17,90,7,17,11,25,15
"466",20,12,28,15,18,158,18,10,51,16,11,15,46,9,10,11,14,17,14,13
"467",11,10,44,10,81,12,14,14,89,10,9,12,12,13,11,11,10,10,8,10
"468",15,12,20,18,15,16,19,27,80,11,209,13,9,10,11,66,16,13,10,205
"469",16,15,14,10,9,14,8,13,10,17,13,16,13,10,58,17,51,13,16,18
"470",7,10,8,9,8,9,9,10,9,9,21,10,8,11,10,8,7,10,10,18
"471",16,13,11,15,17,10,13,10,15,10,11,14,23,25,12,17,11,15,7,8
"472",18,10,19,16,42,10,13,10,13,15,13,12,13,14,42,17,16,15,16,15
"473",16,10,33,99,11,71,14,15,111,13,14,10,11,22,10,11,13,16,9,18
"474",16,60,16,18,18,46,10,12,15,15,16,20,11,17,17,20,13,11,10,10
"475",15,21,17,20,24,21,23,10,27,18,32,13,20,39,9,41,15,18,15,14
"476",11,8,56,14,11,17,30,14,16,14,7,12,12,12,13,12,12,12,19,60
"477",17,20,19,11,9,19,20,13,20,11,8,12,13,43,20,42,18,14,23,13
"478",16,75,16,23,11,9,30,36,16,16,11,19,20,13,75,23,14,15,36,41
"479",18,16,18,13,17,18,10,15,43,44,10,17,11,13,16,15,13,9,21,11
"480",33,10,21,15,13,13,15,19,15,24,9,9,31,15,9,9,15,7,14,13
"481",10,12,36,8,10,14,18,14,13,14,17,9,9,14,7,10,11,34,22,14
"482",9,50,7,12,NA,9,20,11,8,32,12,8,16,13,8,19,21,9,7,11
"483",18,36,77,12,18,12,13,18,17,73,15,18,21,13,63,11,22,11,7,9
"484",20,14,12,13,11,12,10,16,13,11,7,12,23,12,38,11,22,47,11,12
"485",20,11,12,14,14,9,61,11,23,59,28,23,47,27,32,12,36,11,30,17
"486",12,12,16,12,12,15,12,12,16,11,15,31,16,31,10,17,13,13,17,13
"487",11,11,206,17,14,21,21,12,12,14,12,19,17,191,119,14,19,13,51,19
"488",9,26,9,19,10,17,17,10,14,8,14,18,11,14,13,11,20,27,8,13
"489",197,26,14,13,26,14,24,12,10,192,67,21,12,26,19,23,171,8,14,18
"490",9,12,10,89,11,12,21,13,10,25,11,14,90,11,10,16,19,12,7,10
"491",16,13,10,16,15,10,15,13,19,7,14,11,19,10,10,9,16,11,29,19
"492",26,9,7,12,10,9,10,11,12,11,19,22,13,11,10,13,14,10,15,17
"493",11,10,9,20,13,25,15,24,9,18,14,35,8,24,6,14,45,16,25,12
"494",15,17,12,12,38,13,12,70,63,17,15,14,15,12,14,10,10,10,12,23
"495",16,21,19,9,10,15,19,43,12,16,17,13,6,10,17,44,19,18,9,18
"496",12,176,28,23,12,168,12,14,12,23,18,15,12,11,23,92,17,28,27,14
"497",12,19,11,11,47,11,11,11,14,42,11,10,16,11,11,13,16,15,28,13
"498",16,14,24,22,13,11,21,17,17,13,14,54,16,15,14,13,10,31,11,51
"499",15,9,11,16,14,14,21,14,14,14,9,36,16,15,10,18,35,19,17,11
"500",8,10,30,13,32,29,93,11,10,11,10,17,103,14,115,19,49,16,15,13
"501",12,17,15,12,15,15,12,12,52,15,11,16,14,18,9,8,10,46,11,11
"502",11,108,17,9,9,14,112,16,17,13,13,120,10,19,16,10,9,16,8,18
"503",19,20,11,16,64,36,9,23,40,9,16,16,14,21,16,11,10,63,15,13
"504",9,24,9,20,10,NA,7,12,NA,7,12,27,9,23,10,NA,22,10,9,14
"505",13,15,24,39,12,24,15,28,41,7,22,24,25,23,14,9,19,17,11,14
"506",11,24,35,16,19,18,11,15,85,20,9,10,24,24,87,12,32,27,33,13
"507",27,9,81,16,11,11,15,10,8,12,9,18,490,15,8,12,40,12,47,14
"508",9,28,9,11,14,13,12,8,15,16,12,15,17,13,11,12,9,8,28,10
"509",10,9,14,9,7,8,9,13,87,13,64,10,9,9,10,17,12,9,91,10
"510",10,12,56,12,9,57,11,23,18,21,18,11,10,23,20,13,10,13,11,10
"511",9,16,11,36,13,12,10,13,19,99,28,87,24,11,11,9,13,9,11,9
"512",13,7,16,9,18,15,10,34,9,9,10,8,20,10,9,10,15,10,16,36
"513",126,9,17,24,9,9,7,25,41,14,16,10,101,15,121,8,35,9,11,12
"514",10,17,13,12,51,11,19,18,23,9,13,53,29,20,18,8,11,11,20,22
"515",16,11,58,22,13,9,18,24,15,16,12,55,7,23,14,9,9,26,10,12
"516",223,14,9,14,15,19,13,223,10,15,9,12,12,11,12,12,14,208,18,15
"517",8,20,15,13,14,22,11,16,14,21,11,19,20,22,36,17,13,19,35,23
"518",81,13,10,14,12,12,9,14,75,12,20,10,8,8,17,16,12,24,12,15
"519",15,71,13,8,11,17,10,31,12,30,72,11,8,15,33,11,11,10,22,10
"520",11,13,10,13,7,12,12,25,13,14,13,13,8,10,25,12,13,10,12,12
"521",12,11,9,13,11,12,13,11,107,13,9,11,9,93,8,105,10,10,14,10
"522",9,8,8,9,10,6,9,8,9,17,9,8,7,9,9,22,8,8,8,8
"523",NA,25,55,261,17,78,20,11,13,17,10,14,10,16,8,10,11,14,16,6
"524",21,14,19,11,53,28,29,9,26,15,50,11,20,16,31,17,24,9,20,12
"525",8,11,10,10,12,9,10,10,11,12,10,12,11,12,24,11,9,13,25,12
"526",9,80,8,97,10,16,15,19,17,9,12,7,10,12,96,69,19,8,12,13
"527",36,44,19,11,12,12,12,10,17,15,21,13,50,11,12,19,10,13,12,43
"528",16,14,9,8,9,16,16,10,10,33,22,16,21,12,18,14,11,17,36,14
"529",86,103,7,23,14,13,18,14,18,17,10,15,13,17,17,13,10,12,106,10
"530",13,46,12,59,12,10,26,10,10,12,60,11,10,16,9,12,12,11,11,10
"531",10,12,12,7,12,286,12,10,8,10,11,11,12,12,8,9,10,10,7,131
"532",195,18,16,219,13,217,72,20,11,16,20,25,18,10,49,15,45,15,9,15
"533",115,11,20,290,18,21,8,18,11,9,23,13,287,10,15,20,9,20,16,8
"534",9,22,11,8,12,9,15,12,11,9,31,9,16,15,19,9,33,11,9,16
"535",13,10,8,11,10,11,10,12,29,13,8,12,11,11,13,27,13,11,10,9
"536",57,19,10,11,11,12,108,21,12,9,49,15,10,21,20,17,14,21,16,192
"537",12,20,24,9,22,24,18,13,19,13,26,14,39,24,182,48,175,18,14,15
"538",12,10,22,27,14,13,43,18,12,16,9,14,15,17,12,13,14,15,44,19
"539",10,17,44,13,16,15,14,10,13,15,12,9,11,11,8,16,46,7,9,9
"540",9,26,12,10,20,13,8,31,53,31,9,55,11,19,18,12,20,11,9,24
"541",9,13,8,10,11,9,11,13,14,12,13,15,18,15,9,11,10,11,39,40
"542",61,26,23,10,9,8,9,54,7,14,33,17,56,16,15,12,9,19,13,13
"543",16,11,51,9,24,21,8,11,10,12,10,7,50,9,12,23,9,21,12,20
"544",10,18,157,10,10,11,9,14,NA,13,53,13,10,17,10,16,10,11,151,8
"545",10,9,58,13,12,11,16,21,42,21,57,15,20,17,18,17,10,25,17,13
"546",11,8,9,9,15,12,9,25,10,8,13,9,11,15,12,11,13,14,17,9
"547",13,10,9,8,12,8,12,40,12,9,18,12,21,9,10,11,38,10,9,28
"548",14,9,9,93,13,14,11,14,9,9,NA,9,19,10,10,14,10,13,20,8
"549",11,13,18,21,9,11,14,31,7,18,18,20,9,18,21,12,20,27,17,19
"550",8,14,9,10,33,15,12,9,16,14,14,17,9,14,35,11,9,10,13,16
"551",24,16,9,19,11,94,93,10,12,15,16,9,13,16,66,13,17,21,46,17
"552",9,12,8,26,9,9,10,10,28,12,12,15,10,10,12,9,12,11,9,8
"553",9,13,38,14,9,10,12,8,29,14,13,12,12,12,13,14,11,9,14,14
"554",12,11,11,12,16,16,8,16,18,115,12,12,12,10,14,117,14,10,12,12
"555",10,13,15,9,12,204,13,10,142,11,10,8,13,17,212,12,10,10,9,12
"556",10,43,19,17,8,18,11,9,13,14,21,41,21,11,15,11,14,16,16,12
"557",13,8,10,46,15,12,16,24,53,28,17,21,21,12,15,13,9,13,15,15
"558",21,18,11,17,16,11,21,18,20,10,11,21,10,36,10,37,14,17,7,11
"559",16,13,79,18,14,12,12,10,11,15,13,82,13,10,15,12,9,50,12,12
"560",11,8,96,11,15,11,10,11,9,68,11,13,10,11,12,92,9,10,11,10
"561",15,23,96,13,12,49,23,14,16,10,16,190,179,21,16,17,11,17,9,26
"562",15,10,10,23,14,13,22,12,11,11,9,11,11,10,11,12,13,11,12,13
"563",19,18,12,13,16,18,8,9,14,10,15,51,16,11,14,12,10,51,9,19
"564",13,19,7,40,15,13,14,25,27,8,13,10,17,42,18,27,10,25,9,10
"565",10,8,13,11,9,11,10,31,8,14,14,16,14,20,59,8,64,18,10,15
"566",22,17,10,12,11,22,13,15,39,12,9,14,42,8,18,14,21,13,8,12
"567",11,16,163,19,14,13,22,13,45,37,29,19,28,184,10,42,12,10,9,11
"568",9,115,16,47,11,11,16,12,8,9,8,19,10,8,152,22,8,9,14,12
"569",18,27,18,15,26,12,15,25,45,15,22,16,20,11,39,14,31,19,24,14
"570",16,66,19,24,10,24,42,14,13,19,12,10,13,70,14,15,11,13,16,14
"571",11,25,10,12,10,10,8,11,11,27,10,12,11,9,12,11,12,11,9,8
"572",12,13,8,9,14,11,12,9,30,9,12,15,11,10,7,29,12,12,12,10
"573",11,10,18,44,14,16,25,9,13,7,13,8,15,101,10,18,101,6,19,16
"574",20,9,15,38,16,8,18,12,15,14,7,11,15,10,8,14,16,13,37,16
"575",NA,29,21,10,13,14,9,17,9,12,13,16,11,10,30,9,140,9,NA,22
"576",15,11,13,8,18,11,21,12,21,14,14,19,12,39,16,10,17,39,15,15
"577",14,10,18,65,8,9,9,14,143,15,13,13,11,13,101,13,142,13,79,17
"578",21,14,13,12,11,12,11,12,11,18,13,13,18,18,35,13,33,19,13,9
"579",13,9,14,13,77,15,9,15,18,11,16,11,10,16,12,10,14,15,81,11
"580",10,11,15,12,19,227,13,12,11,9,9,107,11,9,229,11,17,19,126,9
"581",9,8,18,7,7,9,8,18,10,8,9,9,8,8,8,8,9,9,7,9
"582",10,12,17,46,8,13,12,18,9,10,11,14,46,12,12,8,10,19,12,8
"583",11,8,19,10,18,25,24,16,18,10,NA,15,15,73,13,NA,13,20,11,12
"584",17,15,17,8,8,82,12,12,27,11,11,79,9,34,7,7,24,27,10,9
"585",9,23,10,9,12,22,10,11,9,11,11,11,9,10,8,9,9,12,10,9
"586",10,11,10,10,9,12,10,10,12,9,10,10,9,9,10,20,10,10,22,11
"587",11,11,10,29,23,9,20,10,10,24,17,37,11,12,13,16,43,15,12,18
"588",10,12,12,13,13,11,9,8,10,60,9,10,10,8,13,10,49,9,12,8
"589",36,58,23,13,9,51,31,10,13,9,35,11,19,10,10,8,13,31,33,13
"590",9,9,11,14,10,22,46,16,10,12,15,26,8,7,8,30,8,12,9,27
"591",14,10,12,23,22,13,15,14,23,15,12,70,11,11,10,8,63,10,18,12
"592",14,9,11,9,10,14,8,10,9,18,92,9,9,10,112,12,117,9,8,10
"593",51,61,10,29,9,12,15,14,13,18,13,16,9,17,8,10,18,9,8,14
"594",8,10,8,11,9,12,10,9,9,24,9,9,10,9,9,22,7,9,14,9
"595",9,88,70,32,10,30,9,31,11,10,14,11,15,14,12,9,19,12,21,96
"596",36,9,9,14,33,13,8,11,16,11,14,15,18,14,13,8,12,8,14,8
"597",9,11,17,21,10,11,21,14,12,15,8,11,102,15,19,103,13,29,11,21
"598",16,13,17,9,48,12,14,10,13,10,7,12,10,8,8,17,46,15,15,10
"599",9,11,10,9,12,9,11,11,34,12,9,13,8,57,12,11,7,8,10,56
"600",9,9,12,11,15,29,10,10,21,18,15,15,8,11,36,14,9,10,20,39
"601",13,11,11,11,13,9,9,15,7,41,19,10,18,8,13,16,23,10,10,40
"602",17,11,11,12,13,12,11,13,16,13,11,12,19,12,12,14,199,470,13,12
"603",14,11,37,12,14,34,10,14,13,14,14,13,12,9,14,13,16,12,12,9
"604",15,14,17,11,24,57,11,26,11,25,11,27,15,13,11,23,19,16,NA,22
"605",13,8,26,12,10,8,12,9,8,12,10,9,14,12,8,9,10,12,13,31
"606",10,18,15,15,10,22,59,17,60,21,18,19,14,22,11,12,12,15,13,13
"607",12,10,19,9,16,12,60,11,16,15,38,13,36,10,55,16,13,17,12,8
"608",45,37,11,12,30,22,13,24,8,28,18,17,10,9,13,87,11,80,40,12
"609",9,19,61,9,11,9,16,9,32,9,10,9,10,11,12,56,18,7,8,13
"610",13,28,23,15,46,28,14,53,12,26,28,21,28,17,15,13,30,16,13,9
"611",10,24,21,16,14,75,15,17,18,21,10,18,25,25,24,74,21,17,17,13
"612",11,16,15,34,11,9,15,15,8,9,12,15,16,12,17,14,12,34,19,11
"613",21,23,13,43,20,175,175,30,16,12,11,29,54,44,12,16,21,19,139,13
"614",10,17,10,11,13,19,12,14,12,14,24,12,29,18,12,38,12,8,35,16
"615",15,35,11,28,11,9,11,12,31,19,25,20,18,25,63,15,20,20,22,26
"616",10,9,24,8,7,10,10,10,8,9,9,9,8,10,9,11,9,10,8,26
"617",11,35,11,13,12,11,15,9,9,12,9,10,10,34,12,11,11,10,12,8
"618",19,19,13,14,23,40,17,11,14,11,23,17,22,36,12,11,14,12,8,14
"619",15,8,70,28,18,14,13,20,19,15,20,25,13,13,73,19,22,13,14,13
"620",20,9,16,20,18,18,19,14,25,15,17,15,16,12,13,11,16,19,32,9
"621",9,7,13,11,16,10,14,32,9,15,16,15,16,14,11,12,39,18,12,19
"622",16,15,20,14,13,10,80,73,19,11,14,43,10,46,14,14,20,13,19,9
"623",9,43,38,20,35,16,9,12,10,12,13,NA,12,16,13,NA,21,14,13,9
"624",95,18,20,26,21,26,14,7,33,11,11,12,15,12,16,17,8,97,307,9
"625",27,11,12,15,13,228,16,11,13,10,24,12,14,14,36,11,26,15,18,10
"626",9,9,75,17,10,12,14,39,15,16,75,16,10,13,13,12,11,11,13,11
"627",14,NA,10,33,9,23,13,61,24,10,14,8,NA,22,11,9,11,16,12,13
"628",15,17,14,13,8,9,16,22,20,121,13,27,170,23,166,11,14,20,12,13
"629",13,54,25,11,16,10,10,58,15,10,14,14,9,15,11,32,13,18,11,11
"630",16,27,10,24,42,145,12,16,9,19,12,8,159,131,17,19,13,18,21,14
"631",31,18,9,14,16,18,9,18,17,57,22,11,18,29,31,26,17,38,18,59
"632",14,97,10,9,12,13,45,16,10,99,11,53,60,20,18,16,10,44,59,43
"633",13,13,10,9,9,11,12,11,10,10,10,11,10,12,11,14,8,51,12,49
"634",17,21,12,9,15,20,11,370,21,11,398,11,388,12,12,15,20,13,19,12
"635",11,10,NA,14,9,13,14,16,23,9,17,75,16,13,16,17,23,NA,22,11
"636",19,15,12,8,11,9,10,7,116,19,14,12,9,8,12,111,13,40,8,17
"637",33,19,17,11,17,9,91,96,12,96,12,13,9,14,44,35,13,12,13,111
"638",130,32,25,16,16,12,7,79,12,8,9,128,16,10,11,9,19,91,11,13
"639",NA,75,12,13,35,NA,10,9,11,15,15,15,17,12,9,18,18,9,16,6
"640",11,20,17,16,50,20,18,11,33,12,18,51,14,14,17,17,21,22,17,15
"641",16,19,14,13,83,42,15,13,18,12,14,79,15,19,16,20,40,36,47,41
"642",49,12,10,64,12,12,10,9,8,10,11,13,10,12,11,12,13,12,10,11
"643",12,17,10,9,11,11,13,12,8,19,41,17,11,19,13,16,18,40,14,13
