"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"645",9,19,14,13,10,17,18,10,18,14,13,10,14,14,17,15,8,18,13,40,12,16,32,14,13,18,17,14,11,15
"646",16,16,20,12,14,21,10,11,18,30,10,15,11,25,21,10,12,9,12,17,11,11,10,17,16,12,9,15,17,17
"647",10,31,15,8,27,27,8,23,15,NA,12,15,14,13,NA,NA,19,10,30,12,8,11,32,11,20,10,10,12,11,31
"648",14,34,12,13,13,35,9,10,17,14,9,9,8,17,12,10,9,12,11,8,20,20,9,10,16,10,10,12,11,11
"649",43,67,12,12,12,10,9,34,17,25,8,12,32,9,12,8,19,52,11,12,67,20,29,15,47,18,9,16,10,26
"650",10,15,8,14,11,14,7,10,9,13,15,10,16,13,9,15,13,13,15,11,10,17,33,10,10,16,9,11,11,36
"651",29,13,14,10,17,15,8,11,26,12,12,16,8,7,16,8,9,16,10,11,8,17,9,19,31,12,10,9,8,10
"652",11,13,13,9,20,50,11,12,14,10,11,9,17,11,8,11,7,11,17,11,10,9,40,11,11,8,9,12,10,16
"653",36,10,24,18,17,11,22,23,65,9,19,21,17,19,20,23,60,9,9,13,24,26,10,14,10,17,9,37,12,12
"654",17,15,11,20,13,13,18,20,17,50,17,29,16,10,20,16,13,13,18,11,44,23,11,14,18,13,23,31,9,11
"655",12,24,25,13,11,24,22,9,57,24,8,14,9,12,8,47,20,13,15,11,20,18,10,15,59,21,13,10,17,15
"656",10,17,9,11,10,10,13,10,9,9,12,11,83,87,6,19,11,40,9,9,13,13,8,12,14,11,14,12,11,14
"657",10,13,13,10,10,19,24,10,38,10,15,16,12,10,9,17,11,9,14,8,14,14,8,24,11,15,8,34,12,12
"658",9,11,19,14,11,17,23,14,15,15,13,17,11,42,15,18,14,11,10,19,10,22,11,13,11,12,19,11,10,40
"659",16,9,9,11,8,25,14,9,14,14,28,92,9,26,14,96,18,12,10,13,10,14,8,15,20,14,42,40,17,16
"660",9,8,13,16,14,14,18,7,17,17,13,14,84,96,16,16,11,13,13,9,10,43,8,15,10,34,9,12,16,15
"661",12,11,18,17,15,32,18,14,10,20,11,135,10,15,24,9,13,24,10,11,134,10,11,9,14,49,15,11,19,17
"662",25,10,16,19,31,NA,19,12,13,15,14,27,30,28,39,17,11,14,19,16,17,15,25,9,32,NA,13,32,12,13
"663",19,22,14,27,24,22,10,24,11,16,18,9,40,34,10,11,16,17,22,15,10,23,12,19,17,35,11,16,16,22
"664",16,17,13,35,16,12,8,8,71,10,16,9,14,9,13,12,9,13,11,8,18,13,9,11,7,16,70,10,11,8
"665",42,29,19,11,14,12,12,29,11,17,17,14,15,13,10,16,19,30,27,14,16,15,10,14,11,14,41,16,29,13
"666",12,13,10,8,11,10,12,13,11,10,11,8,8,10,11,9,13,7,11,10,12,15,43,11,15,13,15,13,11,39
"667",13,13,15,44,22,14,40,21,47,15,18,11,18,16,17,26,18,14,18,11,10,11,17,15,12,21,21,15,9,12
"668",14,78,14,10,10,16,20,14,14,16,14,17,18,8,17,10,52,11,11,16,19,15,12,8,79,11,11,13,11,9
"669",15,16,11,13,12,13,20,15,20,16,16,11,69,15,10,12,10,16,15,67,31,18,19,16,11,14,8,31,20,11
"670",38,15,9,9,13,8,10,17,16,12,16,60,14,67,13,13,19,17,12,15,14,14,22,11,11,13,16,13,10,16
"671",19,25,9,15,13,34,21,18,29,38,12,12,15,12,11,29,17,7,38,30,31,10,11,14,15,51,8,10,22,51
"672",12,218,17,14,10,10,23,23,13,12,18,10,12,23,17,19,23,228,23,10,11,13,27,20,20,11,22,15,228,30
"673",22,14,32,16,20,22,22,21,9,9,13,20,20,20,21,11,15,23,19,20,31,22,10,21,10,11,15,9,18,19
"674",22,24,15,9,20,10,14,17,11,43,11,12,9,44,15,7,7,20,9,9,12,10,7,10,8,30,7,9,11,16
"675",11,10,15,17,13,22,12,23,12,20,10,11,108,11,9,9,13,14,10,120,11,12,30,23,117,22,18,19,8,16
"676",11,22,22,18,18,11,17,18,37,19,22,18,19,10,10,17,13,24,16,25,11,21,40,9,9,13,21,11,13,14
"677",14,14,73,10,18,20,18,13,21,17,61,12,9,10,13,15,20,11,22,15,9,13,7,19,15,10,11,14,23,12
"678",13,16,14,31,14,16,16,16,14,9,13,9,14,10,14,12,12,12,10,9,10,12,9,11,10,16,17,10,28,9
"679",12,10,10,11,47,10,13,9,11,11,14,11,12,17,13,17,45,10,15,12,14,10,13,15,10,11,13,11,12,17
"680",18,20,21,20,14,11,11,15,12,13,19,214,14,13,17,14,19,12,12,11,20,16,38,11,11,17,214,14,15,9
"681",14,9,14,13,14,13,44,22,13,19,9,22,23,18,13,13,22,14,14,12,19,21,14,13,10,17,21,16,47,14
"682",23,7,19,28,18,16,11,18,20,15,17,8,10,9,9,7,46,17,37,15,46,15,11,14,26,11,26,8,9,21
"683",14,12,20,10,19,13,30,12,13,6,21,7,30,16,10,23,15,21,19,19,11,24,9,13,22,11,23,21,17,23
"684",13,30,8,9,20,10,10,11,11,11,16,9,18,13,9,20,11,10,11,23,20,8,10,16,7,17,13,13,11,13
"685",13,8,9,15,15,9,8,14,10,14,35,10,11,10,9,15,15,33,13,9,11,13,12,9,9,12,14,10,12,12
"686",79,42,14,26,12,26,7,14,10,16,12,17,32,10,11,13,11,15,9,21,16,16,11,9,8,29,77,12,8,10
"687",14,17,14,130,16,12,12,10,20,13,133,31,20,11,17,17,19,11,27,11,17,11,9,14,10,10,14,12,140,8
"688",10,8,21,12,14,10,18,16,16,14,20,8,19,10,15,13,7,12,10,16,14,30,11,10,16,13,9,29,15,11
"689",18,10,16,10,22,20,15,11,11,21,35,36,10,57,19,12,14,11,36,38,20,25,14,50,19,16,14,10,12,12
"690",8,16,12,9,14,18,417,11,20,417,9,9,12,11,403,11,11,12,10,187,10,10,10,10,15,12,7,2,12,9
"691",70,7,52,25,46,18,9,10,18,10,19,27,9,19,27,21,14,72,19,23,8,22,12,7,9,10,11,10,12,10
"692",29,16,17,9,15,14,11,26,17,10,13,15,14,9,17,11,31,9,10,10,36,18,14,14,17,16,15,16,17,13
"693",16,29,13,11,17,15,12,19,16,9,12,9,12,15,13,18,9,15,19,28,13,16,11,15,14,12,13,16,13,12
"694",7,9,10,12,11,14,8,12,12,10,10,12,10,17,9,12,15,10,15,14,9,12,12,13,27,10,7,9,9,25
"695",10,8,9,11,101,11,12,67,15,14,12,6,11,10,15,18,15,21,10,9,10,9,8,31,99,16,9,18,17,10
"696",27,20,9,16,14,13,24,18,21,15,22,30,16,67,17,26,16,15,15,10,18,15,58,25,31,14,9,23,10,17
"697",38,64,25,66,19,14,9,8,11,8,16,17,18,26,30,12,25,14,12,14,34,12,14,13,13,14,13,14,10,23
"698",36,23,23,34,32,13,25,38,26,28,9,32,2,14,14,20,28,10,53,8,27,32,29,17,23,10,28,50,11,21
"699",8,12,9,14,10,9,9,13,14,11,10,13,12,11,10,13,10,8,24,15,13,14,18,11,9,13,13,15,9,12
"700",10,8,13,10,8,17,32,10,10,15,10,17,9,221,11,13,224,19,13,10,8,16,16,12,15,10,13,12,12,11
"701",12,27,17,9,24,10,11,19,67,15,68,11,36,20,12,16,29,28,9,18,6,10,16,21,9,15,13,176,176,26
"702",13,7,10,12,9,9,9,11,15,8,10,8,11,15,10,15,13,10,59,10,66,13,11,13,44,13,16,12,13,9
"703",11,8,10,7,22,9,15,11,18,15,7,9,17,12,14,13,25,9,15,9,9,10,50,9,44,22,7,8,22,20
"704",27,20,32,27,12,17,30,27,16,20,9,31,13,22,10,32,11,18,17,15,44,13,30,78,10,24,11,20,38,73
"705",12,7,31,17,26,40,11,15,15,15,14,18,28,15,9,13,43,9,16,9,17,10,11,23,9,10,11,13,16,42
"706",8,9,12,9,12,9,8,24,14,9,9,8,11,30,9,11,14,8,11,9,11,16,9,11,14,8,10,11,7,7
"707",74,13,23,11,15,8,9,311,13,15,8,13,16,12,13,11,319,14,23,9,11,15,17,23,320,12,16,15,12,14
"708",8,26,12,19,21,16,11,9,12,18,20,43,11,17,18,17,27,18,16,20,17,10,43,19,12,8,11,23,14,18
"709",11,7,84,22,31,10,19,16,60,16,10,15,NA,9,13,9,19,NA,13,11,14,14,18,17,11,20,8,16,13,8
"710",17,13,26,14,7,14,14,9,44,27,15,15,14,26,8,13,23,11,9,24,12,12,34,12,10,12,31,8,6,19
"711",16,16,17,10,11,16,12,25,11,13,11,12,16,19,14,9,9,211,8,13,17,15,91,11,11,16,215,16,8,9
"712",13,10,24,11,19,15,15,9,15,19,8,9,11,24,11,15,14,8,17,83,8,15,14,9,27,11,12,85,26,10
"713",8,9,20,23,12,13,36,9,37,11,8,13,11,14,17,10,12,21,10,7,18,12,11,22,15,22,11,8,20,11
"714",11,8,17,35,21,14,13,13,14,10,34,15,14,19,9,9,15,9,14,10,17,9,13,15,11,7,8,15,15,16
"715",13,10,14,11,16,17,18,14,10,19,12,15,9,38,17,38,12,11,12,11,15,15,14,15,13,17,10,17,15,17
"716",11,44,14,10,8,9,15,11,34,10,12,14,14,10,14,NA,9,8,16,NA,9,11,19,12,7,13,10,11,53,13
"717",9,13,19,110,29,9,10,13,10,14,26,9,18,27,16,110,15,14,7,31,13,22,10,9,16,14,11,80,12,10
"718",15,23,23,11,28,12,22,10,10,13,51,22,60,44,23,15,9,30,12,49,27,13,10,54,18,25,21,12,9,8
"719",15,25,24,11,10,9,9,12,12,9,11,9,8,16,37,10,12,68,19,66,9,11,10,17,10,9,17,11,11,9
"720",7,15,9,14,24,14,10,16,15,13,21,17,11,16,10,11,9,10,14,53,27,8,10,21,11,11,12,22,49,17
"721",9,10,10,12,9,34,13,12,15,14,12,13,23,12,14,12,10,12,13,28,11,15,45,9,14,13,14,10,12,7
"722",17,55,13,11,16,23,12,9,13,12,64,13,23,11,8,11,11,11,12,23,15,24,13,17,8,14,22,10,10,13
"723",11,85,20,28,14,8,13,37,66,13,13,15,18,15,10,90,16,10,22,18,12,13,9,7,60,19,13,44,14,26
"724",15,22,21,47,13,22,15,22,10,18,13,11,12,24,10,9,8,11,15,16,34,7,20,16,12,11,10,11,14,10
"725",12,19,13,16,12,46,15,9,9,16,15,16,16,15,9,18,11,20,17,19,10,19,7,17,40,15,18,15,17,23
"726",12,16,26,10,15,16,16,10,15,13,20,12,24,14,16,82,17,11,18,15,93,14,22,14,29,17,18,11,12,10
"727",10,14,10,10,18,13,11,12,NA,11,12,11,11,10,10,17,9,17,10,13,16,9,14,6,12,9,207,11,9,16
"728",15,13,13,79,27,14,11,10,9,14,34,21,10,10,143,13,14,10,7,10,130,51,10,11,12,13,19,20,15,19
"729",14,12,19,12,13,13,14,11,16,11,17,17,16,11,19,66,14,7,10,13,17,8,15,21,13,63,13,13,12,25
"730",16,20,15,13,12,21,13,20,19,36,10,13,16,10,15,35,8,10,17,22,18,31,18,16,22,23,16,17,9,13
"731",16,21,26,13,NA,9,8,8,11,NA,11,16,21,NA,18,14,12,12,10,11,10,20,10,11,10,14,10,7,9,10
"732",12,11,20,17,14,9,22,55,20,10,11,14,9,15,10,19,19,12,9,17,20,27,16,12,8,23,51,14,10,11
"733",16,7,10,14,9,14,10,13,10,9,13,13,8,15,15,10,30,17,33,11,15,17,11,11,15,9,10,11,14,12
"734",9,22,14,12,23,14,26,14,24,16,9,89,17,13,23,24,24,16,13,15,19,132,8,32,21,316,23,29,9,20
"735",32,13,12,11,14,8,11,9,9,11,13,13,14,12,14,14,9,9,29,8,10,13,12,12,12,9,12,10,9,12
"736",8,54,29,9,14,10,13,10,17,22,17,22,16,11,14,15,18,18,17,9,10,63,22,16,21,39,11,18,17,18
"737",23,19,20,39,20,17,26,40,11,10,15,18,10,21,14,14,9,17,9,14,16,22,21,21,13,17,14,12,23,15
"738",11,9,140,14,14,10,9,12,11,12,10,95,15,12,11,11,13,14,10,13,139,12,14,12,8,19,8,13,12,11
"739",20,17,15,16,12,11,12,8,17,16,19,30,16,20,20,14,14,12,14,15,22,11,19,10,10,12,15,33,12,10
"740",11,15,17,11,9,42,10,9,17,11,12,15,18,9,17,9,8,15,8,15,8,13,9,54,8,11,13,11,10,9
"741",11,13,14,12,3,10,9,16,14,18,14,15,15,9,16,10,10,41,16,35,15,13,12,15,17,14,13,10,17,13
"742",12,10,11,14,17,14,19,13,NA,18,13,16,22,9,9,12,12,11,13,28,14,NA,8,10,103,7,22,8,9,11
"743",13,23,19,15,13,12,10,13,7,18,21,7,NA,9,9,15,9,10,15,8,17,NA,13,10,9,17,11,15,25,NA
"744",12,22,16,10,16,27,17,26,20,39,21,11,11,10,17,14,11,11,16,10,25,15,18,10,10,21,11,27,41,12
"745",20,14,4,13,29,8,13,16,20,17,15,13,129,21,13,15,15,18,11,12,12,10,295,12,9,9,91,18,12,296
"746",15,12,14,10,136,11,19,12,8,16,19,13,142,21,9,18,144,10,7,22,18,12,14,20,22,10,14,12,10,9
"747",22,13,11,111,12,106,16,20,12,13,11,18,20,21,17,14,15,12,12,15,80,16,13,13,17,19,11,11,12,20
"748",10,10,10,18,21,9,16,10,16,11,38,12,8,44,18,27,19,10,19,19,11,22,14,13,9,9,9,17,13,12
"749",11,18,10,11,16,10,16,15,11,11,15,15,23,12,16,41,22,17,20,39,17,12,11,14,9,19,16,16,9,19
"750",27,30,53,24,10,26,18,13,19,29,24,12,27,26,29,9,25,27,8,17,9,18,28,11,20,15,23,21,27,38
"751",12,10,19,10,11,11,12,12,8,12,15,9,12,36,17,67,10,13,13,11,8,53,15,69,15,14,8,15,12,9
"752",21,21,8,19,14,13,7,36,19,10,9,11,9,19,18,14,20,14,8,16,17,17,11,36,15,12,13,20,19,9
"753",10,20,11,15,8,14,14,15,7,8,13,10,13,13,22,20,13,10,13,11,9,65,173,14,14,14,11,11,13,155
"754",15,9,12,31,9,15,17,11,12,16,19,12,9,10,15,14,15,14,17,14,13,10,17,10,17,21,13,27,12,14
"755",11,13,15,18,8,65,9,9,10,12,11,9,11,13,14,9,9,66,10,13,13,16,12,8,9,21,11,13,19,9
"756",26,16,32,16,16,23,24,6,11,19,9,18,12,25,29,30,23,9,14,11,24,21,NA,NA,38,23,17,23,17,33
"757",13,26,13,13,12,13,12,8,8,9,11,13,12,12,11,12,29,10,12,12,13,10,10,10,12,11,7,9,11,10
"758",61,12,16,13,9,12,13,18,17,43,10,20,8,17,17,17,59,9,17,10,14,22,14,19,9,9,15,22,13,13
"759",16,18,14,7,13,10,10,8,17,9,20,12,12,69,10,77,14,33,13,7,9,12,14,18,39,8,11,34,12,12
"760",9,13,21,18,15,11,32,20,14,33,NA,11,22,14,12,21,24,17,7,17,15,8,24,17,NA,14,16,92,9,22
"761",11,11,15,16,16,15,10,11,11,11,10,15,18,93,34,11,49,12,48,17,93,18,11,18,12,15,15,11,20,9
"762",17,8,15,13,55,16,9,11,55,22,15,15,14,18,13,10,17,8,19,13,13,13,8,15,16,6,11,12,14,14
"763",8,11,9,13,13,13,24,22,15,20,15,24,9,9,11,39,11,11,56,38,16,20,31,11,14,7,54,14,15,8
"764",21,11,17,24,15,8,14,22,8,19,16,45,12,10,12,45,18,24,18,12,21,24,22,17,22,22,7,19,19,14
"765",7,12,15,11,12,18,13,110,13,12,7,15,14,15,41,8,10,36,57,110,11,21,15,32,35,21,14,11,11,17
"766",8,12,19,8,12,16,8,19,11,16,9,11,11,15,14,11,9,14,10,12,12,14,11,8,12,11,11,31,10,39
"767",15,14,11,17,17,14,8,11,17,9,15,18,10,17,17,17,17,10,43,39,21,12,13,15,15,10,16,18,11,14
"768",10,14,8,17,13,21,14,8,11,14,11,11,11,8,13,11,10,9,12,12,11,10,7,13,9,14,11,12,9,9
"769",22,9,10,19,11,10,11,15,12,20,14,17,46,12,17,19,46,16,22,13,22,10,10,18,9,18,10,20,23,13
"770",19,37,14,19,21,18,11,22,12,18,18,40,9,15,17,13,21,26,24,26,16,16,10,21,10,18,11,20,10,28
"771",20,9,10,16,20,20,10,16,8,18,10,21,42,41,11,14,7,16,9,16,19,8,28,11,20,22,8,10,9,21
"772",11,184,10,146,10,14,12,11,11,13,9,10,26,19,11,16,40,13,9,27,19,9,12,17,183,22,9,13,9,13
"773",14,11,22,9,22,21,21,9,20,19,17,24,17,12,13,21,11,18,11,16,53,12,25,20,23,16,20,67,10,18
"774",30,10,15,10,16,18,10,16,18,18,18,15,19,13,14,11,11,10,26,13,16,11,9,28,18,19,33,18,9,9
"775",8,10,8,15,7,11,8,49,49,13,31,9,10,20,13,9,9,11,12,11,10,30,12,13,12,16,11,11,10,11
"776",42,43,14,12,21,19,34,9,13,16,21,19,13,10,17,18,12,11,10,14,12,10,18,20,10,18,15,9,13,13
"777",15,16,12,17,11,9,16,12,13,9,15,17,14,12,16,117,36,11,14,74,12,13,17,11,121,60,18,16,11,11
"778",15,10,9,49,11,17,9,14,18,10,11,18,10,20,11,15,19,11,10,10,13,10,17,10,49,8,11,17,9,13
"779",12,9,10,13,10,9,11,8,12,12,11,12,11,10,10,12,12,13,13,10,14,8,18,11,12,11,13,30,13,31
"780",12,8,7,58,24,10,11,16,9,12,16,11,44,67,25,16,11,7,10,24,32,21,15,22,10,25,9,11,9,14
"781",11,13,13,9,16,10,12,19,11,42,9,18,17,10,9,9,14,20,15,13,18,21,9,9,38,16,14,15,13,13
"782",7,11,20,16,8,10,26,9,17,25,44,18,9,9,11,18,14,10,23,19,13,10,13,21,13,13,39,11,9,20
"783",17,29,28,9,19,11,10,24,9,26,8,9,27,47,10,17,14,12,10,30,44,19,26,12,12,9,12,27,15,9
"784",24,22,9,13,80,9,6,14,67,21,17,11,19,14,8,11,7,23,21,16,28,17,19,10,7,12,30,10,18,9
"785",13,13,126,13,13,21,16,121,13,11,14,8,10,17,10,9,21,13,10,9,46,13,18,14,13,10,11,16,20,11
"786",8,10,16,42,9,7,10,40,11,7,9,17,13,17,NA,16,13,9,14,10,12,14,10,7,7,NA,12,17,14,12
"787",15,25,33,17,11,10,11,15,13,11,14,10,23,10,17,10,14,14,11,15,31,20,16,11,19,15,22,12,10,10
"788",21,10,157,38,17,18,36,15,16,9,11,18,34,15,15,13,11,12,40,19,15,19,13,18,NA,14,9,20,27,38
"789",38,17,13,15,16,20,14,15,12,14,14,9,21,11,10,29,11,26,13,16,20,18,9,19,19,12,10,8,19,39
"790",10,12,10,15,12,11,10,17,17,67,13,187,10,12,13,15,8,14,12,12,12,13,13,17,187,9,30,89,13,10
"791",12,14,13,28,13,8,16,12,18,14,14,11,22,16,21,13,33,10,9,14,19,16,35,16,18,24,11,24,19,11
"792",11,8,27,10,10,12,11,10,10,12,13,12,12,26,10,11,11,10,8,12,11,9,13,11,9,8,8,11,10,12
"793",14,14,10,9,10,14,13,15,8,8,12,12,8,13,12,13,12,9,11,17,26,10,11,13,13,9,15,14,15,22
"794",12,15,17,13,11,15,18,8,31,19,16,22,21,19,17,13,17,18,12,11,19,12,10,32,15,11,12,14,18,18
"795",11,14,9,11,90,14,13,13,14,60,13,9,15,10,90,15,9,8,19,16,11,14,13,15,61,10,12,9,13,20
"796",9,20,23,15,13,28,72,21,19,16,9,17,81,17,20,14,24,16,28,27,9,12,9,12,15,10,20,25,28,15
"797",10,27,11,10,10,13,11,16,10,15,12,10,9,9,11,12,11,7,9,12,25,13,14,11,9,11,12,10,9,13
"798",19,17,14,14,8,19,131,23,26,7,42,24,13,17,9,131,15,10,11,12,10,18,28,22,18,17,7,11,23,13
"799",14,20,18,10,7,18,10,11,17,23,15,9,17,67,8,16,10,14,21,10,10,14,26,10,9,23,57,11,30,17
"800",18,11,14,165,12,17,13,12,14,15,12,17,11,9,9,17,11,112,17,144,15,10,11,14,15,11,15,16,12,11
"801",22,7,10,8,7,12,8,10,9,15,10,14,133,97,9,12,128,12,9,19,10,11,11,10,9,25,12,10,12,11
"802",12,14,22,21,13,13,54,53,9,11,9,10,14,10,8,10,37,12,9,35,11,12,9,17,14,16,35,11,13,11
"803",16,17,17,16,16,12,16,18,14,12,17,14,17,11,65,14,15,18,14,15,13,10,6,15,8,9,17,11,77,21
"804",14,13,10,10,10,12,19,15,9,15,11,15,9,11,11,17,9,15,10,14,11,15,9,14,12,28,27,10,12,17
"805",23,21,7,14,9,19,12,35,9,13,11,22,18,16,38,8,11,11,15,16,21,12,17,11,16,9,14,32,11,9
"806",10,21,17,22,21,17,15,24,12,10,16,55,15,23,23,10,22,55,15,15,15,18,16,9,18,23,16,14,11,22
"807",10,230,15,10,16,16,12,17,16,7,241,16,13,15,41,11,19,8,15,17,11,9,8,20,19,15,10,12,242,20
"808",57,13,17,55,9,18,13,16,20,9,14,12,11,16,13,18,26,13,15,12,12,13,11,12,15,16,18,12,9,13
"809",12,16,16,18,8,16,23,13,9,18,9,15,17,14,21,20,17,8,18,14,34,19,14,16,18,10,9,19,12,36
"810",10,11,34,22,236,9,15,14,12,10,11,32,16,19,9,NA,13,11,12,18,115,12,9,12,10,11,58,13,14,8
"811",13,12,17,17,20,32,20,12,10,11,13,13,13,14,26,11,17,9,9,29,11,12,9,12,12,15,9,10,8,16
"812",16,21,18,17,20,13,8,14,11,31,16,18,11,16,8,15,12,17,19,13,18,10,9,34,16,10,16,17,10,17
"813",17,24,14,12,16,19,21,51,30,44,19,10,13,17,17,9,14,50,20,10,9,12,11,13,14,11,10,19,21,27
"814",47,11,21,11,66,12,13,52,19,4,11,15,17,16,10,18,11,11,9,10,25,20,40,16,63,13,13,14,13,43
"815",14,14,14,8,10,8,12,11,12,7,9,11,14,14,14,9,16,13,10,10,10,12,8,10,13,8,42,47,12,14
"816",10,190,10,17,13,10,13,14,14,11,11,12,197,10,10,12,12,8,14,9,12,11,14,18,11,10,15,9,17,13
"817",62,16,25,10,29,23,29,55,10,15,11,13,14,23,14,11,13,16,32,19,12,11,18,18,29,12,15,19,26,13
"818",14,24,27,24,21,23,26,10,28,12,9,14,18,10,25,18,41,14,27,10,11,24,16,14,40,8,11,25,10,14
"819",17,10,18,15,7,34,10,20,11,8,36,12,11,12,11,11,15,14,8,11,15,11,12,24,20,11,12,18,21,7
"820",15,14,11,15,9,13,13,13,14,10,8,14,7,14,13,23,11,13,8,25,16,13,11,10,15,9,13,15,14,8
"821",11,12,14,12,20,12,21,14,9,18,12,14,29,17,10,8,9,9,11,7,6,20,8,8,14,9,10,16,10,28
"822",9,28,11,10,9,9,13,9,10,11,12,11,9,14,15,8,14,11,10,7,10,17,15,9,13,27,9,12,8,12
"823",16,14,17,20,30,12,11,11,16,21,16,15,17,18,10,18,12,11,13,14,9,11,18,14,18,12,9,15,31,13
"824",16,12,12,15,13,9,20,12,59,12,12,13,15,10,13,16,10,9,11,10,12,10,14,13,9,10,16,11,65,12
"825",26,20,8,15,14,19,13,20,56,12,53,33,13,12,15,11,15,28,21,30,17,9,10,13,13,46,24,20,11,27
"826",15,14,25,17,10,15,9,21,15,37,15,26,16,15,8,9,9,13,36,10,14,18,17,16,16,9,11,36,17,9
"827",9,10,9,17,7,9,8,8,7,17,16,9,12,19,8,11,36,11,27,9,12,8,12,31,12,38,18,18,8,8
"828",15,12,13,48,8,10,10,9,14,12,6,22,11,8,7,8,9,13,20,44,15,9,8,10,10,11,15,14,8,13
"829",21,10,13,17,11,11,21,14,11,10,11,9,11,21,14,25,11,11,20,9,13,12,29,10,14,10,12,10,15,13
"830",14,8,12,14,18,17,13,11,49,10,16,13,12,12,10,18,13,8,12,11,18,52,28,14,21,10,37,27,16,9
"831",11,11,14,12,23,21,9,18,15,16,23,92,11,7,23,8,8,21,13,70,90,9,25,44,21,12,19,22,11,21
"832",14,9,20,16,54,9,21,10,18,17,17,10,11,10,15,17,11,10,11,18,16,52,15,19,15,8,12,11,9,15
"833",45,16,12,19,21,23,11,8,15,19,9,10,10,14,20,10,17,9,14,21,16,17,10,17,12,10,13,53,14,16
"834",14,9,11,12,28,21,15,62,34,19,14,65,25,19,31,12,17,29,354,20,14,32,11,17,26,12,340,22,53,18
"835",14,16,55,12,33,11,132,10,9,11,50,107,8,13,25,10,10,129,15,11,14,52,20,18,14,70,17,22,26,11
"836",24,9,9,10,9,11,10,9,11,9,9,9,9,10,13,10,9,11,10,12,9,10,13,12,10,9,9,22,9,10
"837",22,12,12,13,19,16,18,13,20,10,11,15,19,23,19,13,17,51,52,17,16,20,16,19,13,16,25,19,16,12
"838",11,92,28,11,12,89,11,10,11,15,39,9,13,13,16,13,11,14,28,10,55,8,7,13,13,10,12,13,10,13
"839",49,12,19,11,17,14,18,14,NA,11,14,13,19,77,11,12,12,19,18,11,23,8,17,14,20,NA,52,11,11,10
"840",17,14,9,10,12,26,13,28,11,20,11,8,50,9,17,26,18,14,8,12,9,50,17,10,20,18,15,15,20,15
"841",17,14,19,10,8,42,15,12,9,13,10,14,15,13,18,16,18,12,15,9,13,18,10,14,12,45,13,13,14,15
"842",130,7,10,12,15,17,29,13,8,17,10,17,14,10,146,145,20,16,10,7,15,15,7,8,12,14,11,19,12,24
"843",10,10,14,10,9,9,10,10,11,15,16,14,14,13,35,35,11,14,13,18,19,9,21,10,10,10,19,13,11,10
"844",9,13,21,8,11,8,16,8,11,13,33,14,12,13,8,9,11,11,32,9,15,12,8,21,17,13,14,9,8,17
"845",14,14,13,9,8,17,9,9,11,15,8,14,10,27,20,10,15,14,14,11,6,6,8,11,15,8,25,9,10,11
"846",11,15,10,25,10,8,8,12,15,15,13,13,15,9,17,75,9,8,10,8,11,19,13,11,22,24,14,43,23,71
"847",19,13,10,61,62,39,11,16,13,13,12,9,13,9,9,13,8,11,17,11,11,10,13,24,13,11,14,10,17,13
"848",15,41,11,22,9,19,12,10,17,14,13,14,39,11,10,9,20,21,17,14,11,18,12,34,31,10,16,17,10,18
"849",18,63,12,8,15,27,13,16,13,10,63,10,11,8,12,11,7,18,9,25,9,12,15,12,10,9,11,11,12,12
"850",287,10,22,9,12,19,10,23,12,10,11,12,13,19,10,12,24,14,12,301,25,11,12,14,22,23,12,23,301,25
"851",10,12,10,15,9,15,18,15,11,11,13,15,16,13,14,479,11,489,8,488,12,12,10,84,14,10,12,13,12,15
"852",15,17,13,14,18,12,15,35,38,12,14,10,17,15,12,18,8,16,14,10,16,15,14,16,11,15,13,14,14,13
"853",14,14,11,11,15,15,10,9,10,15,15,46,16,11,10,12,52,14,15,11,10,12,11,12,9,10,16,14,13,10
"854",17,9,11,17,13,11,12,16,9,18,16,15,15,14,16,12,12,10,12,12,8,8,67,9,7,178,12,11,9,199
"855",20,12,9,24,11,11,11,12,8,19,18,17,13,11,20,47,14,18,9,18,11,14,19,10,43,11,18,24,9,12
"856",14,13,13,11,14,10,24,13,26,13,11,11,12,12,9,13,9,10,9,12,11,9,12,10,13,12,11,11,10,11
"857",23,20,22,22,25,8,35,23,23,22,12,9,13,12,10,9,19,14,10,9,33,10,26,11,14,12,22,10,8,23
"858",17,11,17,45,16,10,31,15,11,9,13,15,10,11,15,25,8,9,46,24,19,10,12,11,22,26,9,15,10,10
"859",13,12,28,11,24,16,12,23,9,22,40,15,12,14,11,24,15,49,15,22,54,17,12,17,15,15,9,7,15,9
"860",11,48,32,11,16,10,15,8,35,10,13,13,25,12,18,10,15,10,20,26,14,10,10,12,12,48,15,9,11,9
"861",17,10,40,10,21,10,8,19,16,12,11,12,16,16,18,12,17,14,11,17,12,12,15,11,10,32,11,15,20,18
"862",78,10,11,13,12,11,38,9,14,12,13,12,17,8,18,82,8,21,15,38,17,16,14,18,18,14,17,15,9,10
"863",17,12,16,13,15,15,35,14,10,35,10,15,12,13,13,9,15,16,11,15,6,7,13,14,17,17,14,16,12,16
"864",15,9,21,341,72,17,21,11,9,9,17,16,20,9,15,8,345,17,18,7,8,43,19,23,21,13,14,8,19,13
