"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"196",27,15,22,17,11,10,16,11,16,38,11,8,11,11,12,20,18,17,12,19,41,10,25,19,49,19,11,14,13,13,13,26,10,16,14,54,11,22,9,13,11,18,9,18,10,12,17,11,9,17
"197",20,NA,15,26,27,11,11,14,9,15,8,17,46,10,14,15,9,10,NA,14,14,15,10,9,10,10,10,8,14,29,19,26,16,10,15,17,10,12,8,8,18,13,17,7,11,8,14,NA,16,10
"198",19,17,6,13,19,13,14,12,20,10,30,10,11,13,11,18,12,23,8,16,16,22,15,12,14,70,11,11,14,11,22,16,11,23,10,20,17,18,11,19,24,27,25,15,8,9,14,13,61,10
"199",18,11,11,7,10,10,12,9,10,22,7,8,13,9,18,16,11,13,9,11,18,26,15,12,11,8,16,16,17,8,13,99,10,94,7,29,15,15,14,7,95,17,9,115,9,22,12,14,10,26
"200",10,9,21,10,15,11,15,21,43,23,10,16,8,15,12,21,22,15,15,12,9,11,9,10,10,7,14,17,8,14,10,16,15,41,16,20,17,15,10,9,10,19,10,20,11,15,20,27,6,10
"201",8,11,13,84,14,16,11,14,14,11,14,14,16,8,15,13,13,16,12,12,8,40,13,9,10,16,14,12,7,14,37,12,16,9,12,12,49,15,12,9,13,85,8,13,14,9,10,13,15,32
"202",9,13,15,16,14,7,9,14,13,9,31,11,16,11,12,11,16,12,15,14,14,10,17,12,9,13,7,16,11,9,31,14,10,17,17,11,12,16,13,14,16,9,11,7,14,15,9,11,13,10
"203",11,13,31,10,15,20,30,9,10,12,10,8,16,33,19,19,31,13,10,17,11,45,30,13,16,15,17,21,17,10,23,20,30,11,28,11,20,10,8,8,16,10,9,32,10,13,17,9,14,44
"204",9,15,12,12,11,6,13,10,9,12,14,10,20,19,8,23,10,8,13,15,12,10,9,9,16,16,10,28,9,14,10,10,15,15,12,17,10,16,12,12,14,9,13,9,13,9,16,10,9,10
"205",10,18,13,8,15,10,9,17,12,23,13,15,11,51,22,9,26,13,17,10,16,9,19,14,12,14,12,13,17,9,21,11,17,12,21,14,8,13,8,16,29,15,47,10,18,9,44,13,12,9
"206",18,12,14,20,9,19,19,11,13,13,16,31,15,18,8,8,10,15,11,135,15,10,12,8,9,10,14,24,14,11,16,30,20,41,117,11,136,13,9,10,10,12,8,15,20,19,12,14,35,17
"207",10,12,9,19,8,11,31,9,102,22,19,14,10,13,18,10,16,19,40,97,11,17,16,28,41,12,10,10,27,50,14,14,23,10,11,13,10,17,10,33,12,14,26,9,12,44,67,82,12,18
"208",23,14,19,10,15,12,77,14,9,22,27,26,19,10,7,8,19,11,7,18,17,11,16,24,12,10,12,24,25,26,16,13,11,10,8,12,24,82,7,11,20,26,10,27,18,25,11,12,17,8
"209",22,14,8,8,8,12,8,15,8,6,8,32,17,6,13,17,9,27,12,12,15,21,12,8,8,15,10,13,8,7,15,12,10,13,9,17,86,9,5,8,NA,98,9,NA,12,48,8,13,12,20
"210",11,20,21,12,21,13,14,12,16,19,7,12,12,10,18,11,16,12,12,11,19,12,11,15,8,46,18,8,22,9,17,12,7,10,10,23,7,51,13,10,10,10,14,18,10,10,18,19,16,15
"211",22,20,11,10,22,10,19,17,17,11,15,20,7,11,21,9,13,12,23,19,12,14,10,24,11,11,10,12,19,17,21,19,30,17,53,11,17,10,27,22,16,52,16,19,22,11,14,9,19,12
"212",54,41,16,13,9,8,10,9,8,10,14,18,10,13,23,14,14,14,14,7,9,14,10,16,14,13,18,21,8,12,39,9,14,23,18,15,9,10,10,21,14,14,40,13,58,36,28,8,13,9
"213",22,8,16,11,13,18,12,20,9,12,12,12,11,10,23,15,11,8,13,23,12,21,19,10,22,10,14,20,20,13,15,60,11,15,23,13,24,51,15,11,18,20,12,16,21,22,14,10,13,10
"214",10,10,14,10,17,14,14,8,9,7,13,8,16,14,8,10,16,10,74,16,8,9,13,13,13,16,13,17,11,15,11,13,54,11,11,9,13,9,7,12,12,8,9,11,72,10,15,11,10,16
"215",24,14,10,161,11,24,18,10,19,21,14,23,11,17,17,14,6,25,13,12,13,12,16,25,16,6,9,24,15,13,9,8,17,8,7,9,18,24,16,26,135,11,13,17,13,8,19,161,14,13
"216",11,13,16,20,27,11,15,8,16,18,17,13,10,16,13,25,17,233,8,10,10,12,20,10,16,19,11,12,13,7,23,386,10,17,12,9,16,8,18,21,21,18,16,78,238,8,13,12,11,10
"217",14,15,8,13,11,14,18,16,14,10,12,10,21,12,12,65,11,14,20,12,9,11,8,9,113,20,11,17,8,13,13,10,12,14,9,14,11,18,11,23,109,15,9,12,21,12,9,10,9,14
"218",12,8,6,14,16,51,11,8,8,22,17,23,13,16,9,16,31,9,14,7,9,16,10,50,23,11,9,17,16,9,15,13,8,15,16,9,8,10,12,13,32,9,19,13,13,9,8,23,10,7
"219",16,12,23,19,13,13,11,17,16,8,9,8,12,11,7,9,16,10,18,21,21,11,10,10,13,30,12,26,28,9,16,16,11,14,18,9,19,16,18,15,10,19,15,13,18,11,13,13,19,8
"220",24,11,10,13,13,13,10,12,13,11,22,14,10,11,15,13,13,10,12,11,15,14,13,12,15,11,8,16,15,13,15,9,9,14,10,13,13,10,11,9,9,8,9,14,16,15,13,10,14,10
"221",11,8,12,14,20,11,18,68,15,12,24,19,18,12,8,11,11,36,19,10,15,31,28,12,9,39,11,19,25,19,95,26,9,91,36,12,23,8,17,20,34,13,15,14,8,11,15,30,9,16
"222",11,22,12,9,14,28,73,17,20,16,16,20,11,18,19,21,15,11,21,10,41,26,17,22,29,9,28,10,19,10,26,17,67,19,9,9,17,25,23,18,8,18,8,19,88,86,19,25,11,13
"223",21,9,13,16,17,14,9,12,14,21,13,12,23,10,12,10,14,11,22,11,21,10,21,11,16,20,18,12,10,11,11,11,12,11,16,22,9,16,11,36,40,13,14,14,9,13,22,17,14,19
"224",15,9,75,11,9,18,9,8,11,135,17,17,11,10,13,7,10,14,13,12,21,15,16,19,15,22,20,14,13,7,12,21,12,11,7,10,11,9,10,15,13,18,9,9,128,23,10,8,16,35
"225",15,18,20,14,12,10,17,20,21,48,34,84,15,11,23,17,13,13,18,13,28,15,12,9,7,19,15,15,28,83,9,9,90,10,12,8,21,11,23,23,14,21,8,14,16,18,9,12,21,17
"226",19,15,13,15,14,9,9,15,14,14,16,14,11,10,17,12,13,12,15,16,13,12,13,14,9,14,34,9,9,13,9,15,13,16,9,9,10,16,10,26,11,9,15,16,16,15,8,13,15,15
"227",23,6,22,13,9,10,11,8,14,9,14,9,8,17,16,13,19,8,15,9,17,17,12,11,7,13,11,20,34,10,9,18,17,10,14,24,8,10,18,12,23,36,14,15,21,10,9,14,11,18
"228",14,11,9,15,32,18,17,18,11,11,17,11,8,10,11,14,16,15,34,10,10,8,14,12,19,13,18,14,7,10,13,10,10,13,14,17,14,8,14,19,21,11,11,12,12,8,14,13,15,16
"229",10,11,11,11,15,12,17,12,11,16,16,12,14,13,9,8,8,12,13,11,12,10,41,15,16,10,15,11,9,10,16,15,10,15,13,9,16,9,12,14,9,11,10,10,15,38,7,12,15,12
"230",15,19,24,10,480,476,26,10,7,21,25,29,15,48,26,20,9,36,12,8,12,16,12,33,7,14,178,15,11,47,29,11,19,8,8,102,19,54,25,14,22,68,10,9,20,12,12,8,12,29
"231",10,10,10,12,14,11,12,11,10,10,12,12,13,13,11,8,9,12,8,11,10,8,13,12,11,31,10,11,12,9,13,10,7,10,13,10,13,8,12,8,9,10,11,27,9,11,10,8,13,10
"232",11,18,14,17,8,18,17,20,11,8,23,50,12,92,11,9,13,17,11,93,4,23,19,34,11,69,9,22,14,15,20,10,8,19,12,37,22,13,23,16,15,18,13,17,19,11,20,17,26,16
"233",10,9,84,9,21,20,10,8,19,11,11,16,19,14,3,11,9,12,11,9,10,18,11,10,10,17,8,16,10,18,14,15,21,24,12,18,12,9,8,10,27,20,88,9,10,11,22,25,15,69
"234",16,11,14,15,10,10,16,13,10,11,17,9,12,19,16,16,14,20,10,8,9,17,13,15,9,10,9,7,8,7,15,18,30,12,9,13,13,14,30,11,16,14,8,8,11,18,15,9,8,13
"235",10,15,21,11,10,19,8,41,17,18,9,8,8,9,8,9,19,20,10,11,7,43,19,18,19,20,6,21,21,8,21,10,15,20,12,19,20,11,9,15,13,13,11,11,12,18,16,10,13,9
"236",18,15,32,26,17,55,22,8,14,13,36,12,13,57,23,10,26,17,13,24,10,27,19,30,10,11,12,11,24,12,19,9,14,26,12,20,13,23,14,11,11,16,16,14,11,15,15,9,15,9
"237",34,15,12,13,36,15,7,15,11,8,12,14,12,19,13,9,17,9,14,13,13,9,16,12,9,10,13,11,16,13,9,11,13,8,10,12,9,15,14,8,17,14,10,8,8,9,14,11,12,9
"238",15,8,10,16,8,16,24,14,12,12,15,12,11,49,17,16,13,15,15,9,11,20,17,11,18,14,20,58,9,15,17,13,17,15,18,17,9,14,8,11,7,14,10,8,14,12,17,16,16,7
"239",17,20,15,18,10,32,21,15,22,12,11,10,12,21,13,18,26,10,7,11,19,16,17,14,19,12,9,13,16,7,19,10,10,19,19,10,15,14,20,20,9,16,17,9,19,16,15,8,11,22
"240",14,21,10,16,21,18,18,28,15,28,51,8,80,75,10,25,9,12,32,32,14,20,7,14,41,10,14,19,13,20,23,84,8,18,9,31,25,16,14,16,42,14,48,7,15,13,87,37,18,10
"241",13,13,16,10,10,12,16,19,14,12,10,12,16,12,16,12,14,12,13,15,12,9,10,8,16,14,17,17,16,15,14,18,7,13,19,16,11,13,19,34,23,13,10,13,17,16,35,16,16,17
"242",16,13,9,9,14,18,18,17,17,10,11,18,12,30,10,20,19,10,25,9,17,9,10,21,11,27,15,21,15,12,42,12,13,10,16,40,12,33,15,17,17,8,17,15,17,11,13,12,10,32
"243",20,12,18,146,21,18,20,12,8,19,11,8,14,13,19,16,20,11,18,8,11,21,22,12,8,15,16,14,16,23,10,12,18,14,22,10,18,14,115,12,20,22,13,14,19,18,16,14,141,9
"244",20,8,20,15,12,9,23,36,14,10,15,10,21,11,18,21,13,18,13,8,13,8,20,7,21,20,17,9,16,9,11,11,14,18,20,13,12,20,18,36,8,13,9,10,19,8,9,15,8,15
"245",10,23,22,16,8,17,18,26,12,14,15,14,40,8,23,16,18,8,15,19,14,12,18,10,15,19,18,38,12,12,18,10,10,19,9,9,11,15,9,18,10,18,9,10,15,15,17,14,9,19
"246",21,10,9,13,7,15,13,32,15,9,378,13,56,362,22,48,33,12,12,29,11,17,11,18,11,24,14,10,12,94,39,17,38,23,11,57,16,371,30,23,20,9,14,100,10,21,9,12,32,11
"247",10,14,7,11,18,28,9,19,9,9,28,15,9,15,10,37,7,11,13,10,19,12,13,26,19,25,10,10,8,11,10,9,22,17,13,15,42,15,25,6,17,7,10,23,12,14,15,12,10,8
"248",45,18,12,12,9,21,10,18,6,14,10,8,10,10,15,9,14,42,13,13,16,24,7,14,17,18,10,15,7,13,14,19,93,7,12,14,11,23,13,10,25,13,12,26,13,19,8,17,98,12
"249",15,9,14,13,10,11,13,10,8,18,11,13,11,16,10,9,16,11,10,11,10,17,9,18,11,12,11,13,10,8,17,13,13,29,18,18,10,7,30,9,17,17,7,10,11,14,14,19,7,8
"250",15,17,17,16,30,15,15,9,10,16,14,17,12,15,13,8,15,13,16,10,16,8,16,11,19,17,14,9,17,14,32,9,17,16,15,8,14,17,9,11,12,15,16,16,14,17,10,12,14,16
"251",9,20,14,12,28,NA,23,11,13,19,23,11,13,10,14,13,NA,14,22,18,54,28,11,11,9,21,9,14,432,12,10,9,20,7,10,11,17,10,8,64,21,11,11,18,13,7,18,19,6,11
"252",69,9,11,10,22,13,9,40,11,16,23,19,11,25,70,13,10,16,8,23,16,25,44,12,8,11,19,17,17,17,8,10,26,11,17,9,13,8,15,13,7,32,17,19,14,17,49,24,7,13
"253",10,11,29,18,NA,9,12,11,14,12,17,10,14,10,25,20,21,12,12,23,3,13,15,9,11,18,9,18,15,10,8,22,15,14,9,13,8,21,19,12,19,13,9,NA,12,13,9,21,10,9
"254",67,12,27,13,30,17,11,9,15,33,17,8,10,18,19,19,8,23,37,35,20,15,10,12,16,17,12,15,16,10,81,19,39,20,12,17,10,20,12,15,18,19,11,23,23,10,9,25,16,19
"255",13,13,14,12,7,8,14,20,11,13,13,21,19,17,8,13,11,13,11,9,24,12,15,11,9,8,15,11,12,15,10,17,14,11,14,12,8,13,17,14,10,32,8,16,9,12,13,15,21,10
"256",14,7,18,14,14,10,11,19,18,2,25,17,21,17,10,13,69,9,12,15,25,16,15,12,11,10,63,11,19,20,60,15,14,20,42,11,30,13,13,15,16,13,44,20,32,22,19,12,17,15
"257",18,7,7,15,13,9,18,13,19,12,13,12,8,12,19,19,9,17,11,16,8,9,19,15,16,16,8,12,13,12,30,17,8,14,15,19,13,18,31,18,13,7,10,16,9,14,10,16,9,9
"258",9,15,43,10,16,13,25,15,14,21,14,44,8,10,10,26,10,12,10,20,28,24,10,7,8,28,8,8,20,20,14,16,26,12,13,10,7,27,28,10,11,9,13,17,12,8,23,10,10,29
"259",21,26,16,10,9,14,10,28,14,9,11,12,19,10,10,15,15,NA,13,15,19,22,17,13,8,30,7,16,11,12,128,18,NA,27,18,15,10,10,17,9,11,15,16,22,13,12,11,14,8,21
"260",9,13,38,9,14,16,14,12,12,10,16,13,11,19,16,18,13,16,10,8,9,9,9,92,14,8,64,10,11,12,11,67,17,10,15,11,16,7,16,18,15,14,9,90,16,11,17,10,13,9
"261",8,13,10,20,13,19,23,29,16,30,15,21,7,11,7,14,25,8,18,13,7,28,13,22,51,14,28,23,13,13,8,17,8,9,29,11,29,20,28,22,9,15,11,47,25,9,13,15,18,12
"262",17,9,15,16,11,15,11,11,9,8,13,12,13,18,15,15,19,9,17,17,11,7,11,22,14,56,17,7,17,16,11,18,19,13,16,12,15,54,15,10,15,16,16,12,11,14,9,18,9,15
"263",22,9,16,20,8,12,9,9,21,48,10,13,10,12,10,13,11,11,10,10,9,47,11,15,12,9,15,11,14,9,11,15,15,16,13,11,12,9,18,10,11,12,8,7,11,11,10,12,13,25
"264",48,19,20,9,124,12,129,14,9,11,21,14,22,10,26,27,10,10,10,13,14,23,12,124,9,33,17,23,20,9,11,17,9,11,21,8,15,9,16,12,14,16,14,18,9,12,15,9,15,9
"265",8,9,10,15,18,8,13,9,12,9,9,9,11,15,11,12,9,10,8,9,13,12,49,9,6,13,13,15,9,14,10,14,9,14,14,14,15,9,12,37,14,11,13,11,14,14,12,8,8,10
"266",15,14,18,10,11,9,19,19,10,14,16,8,13,16,19,11,8,24,9,11,13,15,16,11,10,19,92,17,7,7,9,9,18,24,13,13,105,7,11,12,8,21,15,16,107,12,14,17,11,16
"267",9,16,13,16,14,14,12,10,8,16,16,16,13,9,16,14,12,15,29,20,14,18,16,15,17,15,11,14,18,19,11,13,16,15,14,13,13,30,15,10,7,14,15,12,16,17,17,11,11,12
"268",10,15,185,33,11,11,19,14,7,NA,19,7,219,27,12,16,12,10,8,8,13,28,8,9,26,8,11,17,10,14,16,20,16,10,19,12,15,8,9,19,9,19,17,7,13,33,NA,28,7,34
"269",33,11,14,12,12,9,22,12,12,15,7,22,19,9,16,13,60,17,17,52,15,13,12,27,51,11,26,8,11,17,9,11,12,10,13,8,18,20,22,11,11,22,17,63,29,17,11,13,18,15
"270",9,9,21,11,23,17,21,9,11,25,16,23,12,15,7,10,14,24,12,12,14,25,10,8,14,18,16,9,12,18,7,15,20,11,19,12,36,13,10,7,24,8,34,16,4,18,14,14,11,16
"271",12,11,14,9,5,30,19,29,9,8,13,9,19,26,12,13,14,20,31,13,11,12,12,10,30,13,12,18,9,8,48,18,32,9,26,19,30,28,27,24,16,24,23,9,48,27,12,12,24,16
"272",11,12,14,14,13,15,16,8,14,17,10,96,8,17,93,11,12,15,15,13,16,20,11,9,10,15,7,15,69,10,15,10,11,13,10,15,23,9,12,10,54,20,7,12,11,18,12,9,11,53
"273",13,14,10,20,12,16,7,18,22,12,11,14,10,22,NA,15,23,NA,12,10,16,10,14,13,21,8,9,20,20,15,12,12,21,10,16,22,15,10,9,NA,9,13,7,16,13,14,11,24,10,23
"274",33,41,20,75,22,8,8,37,13,33,15,15,36,8,15,11,10,25,8,10,18,71,17,9,12,19,11,10,16,18,8,11,15,7,17,13,11,37,7,18,18,10,9,16,15,23,9,11,11,18
"275",35,12,19,9,15,7,10,10,11,11,9,13,13,8,34,9,11,8,11,10,12,18,15,13,13,12,8,17,12,10,16,16,9,15,17,7,9,12,13,10,12,7,13,12,13,15,13,13,10,10
"276",10,9,13,11,14,15,15,14,29,10,13,16,10,11,9,10,7,14,15,14,16,13,15,10,13,13,12,8,10,17,12,15,7,13,15,11,7,16,16,9,12,7,15,7,8,12,31,14,12,12
"277",12,9,15,8,10,8,10,13,20,19,20,48,11,12,16,20,36,14,18,10,18,11,13,10,20,14,16,11,10,9,17,9,16,9,18,11,31,12,18,17,9,10,12,12,31,19,11,36,12,13
"278",14,19,21,9,9,11,20,21,17,20,21,21,16,9,17,12,22,9,19,15,23,17,11,8,9,16,15,11,14,10,12,7,17,45,15,11,20,46,13,11,14,22,17,21,9,20,14,12,11,15
"279",11,14,25,12,9,14,11,15,10,15,28,18,23,8,32,9,19,16,10,10,32,18,11,16,19,45,12,13,13,10,30,14,18,8,10,16,21,15,17,26,11,24,20,46,22,29,12,12,14,20
"280",10,8,16,10,12,17,12,24,9,19,20,10,17,11,13,10,13,10,15,9,12,9,12,10,9,9,43,19,14,7,17,10,15,11,17,11,11,9,12,16,13,14,41,8,9,25,14,9,9,10
"281",21,20,10,18,15,11,16,20,18,15,9,14,18,23,9,23,11,47,23,22,17,16,14,15,19,13,10,8,25,22,8,17,20,19,19,24,10,10,53,21,16,17,8,13,15,10,13,14,23,8
"282",22,23,12,19,19,11,12,10,22,11,8,20,17,11,24,19,11,10,13,11,21,13,17,19,33,7,24,15,19,24,20,14,23,10,25,21,13,13,25,23,10,8,14,10,32,9,25,10,12,18
"283",14,9,15,44,16,16,13,15,11,10,8,18,17,12,16,13,19,17,10,13,14,13,8,15,8,7,18,47,12,19,17,11,16,9,7,12,12,15,18,18,12,16,19,18,11,18,12,18,18,16
"284",66,30,32,15,33,24,27,18,14,16,9,35,28,67,8,16,10,33,12,10,24,10,14,8,15,18,7,10,9,23,16,13,8,12,10,16,10,26,14,29,12,26,20,14,50,16,9,20,50,11
"285",8,32,46,9,14,9,18,17,21,27,15,10,11,11,24,12,18,13,14,14,13,19,14,9,9,16,15,17,17,13,13,18,10,12,10,31,11,12,21,20,20,45,20,21,8,9,11,27,13,9
"286",11,13,13,8,8,8,11,9,401,21,18,22,17,9,21,11,10,15,11,8,11,17,10,8,17,19,16,13,20,17,11,129,9,11,14,19,14,9,23,9,19,23,8,17,12,8,7,18,10,18
"287",8,11,14,13,11,14,13,11,8,11,12,10,8,8,14,12,15,16,10,17,9,11,31,8,12,11,9,10,14,15,15,15,15,6,11,14,11,16,12,13,14,29,12,16,10,12,11,14,11,16
"288",6,16,9,21,21,18,13,17,16,16,17,13,20,8,22,23,11,16,24,14,18,22,11,11,17,13,28,9,9,16,18,10,9,14,9,15,9,33,12,22,12,14,18,11,9,11,13,19,13,20
"289",8,18,10,20,17,52,12,10,12,21,10,18,12,21,17,12,13,16,8,14,14,10,21,17,11,9,16,9,11,17,50,11,19,19,10,18,9,8,12,18,18,12,18,13,20,10,8,14,10,16
"290",14,17,24,22,14,15,25,20,9,8,8,62,23,12,11,18,25,30,20,30,11,20,9,10,25,17,45,15,12,21,12,26,9,13,24,13,16,7,20,65,27,8,8,26,11,18,10,25,23,17
"291",8,13,13,10,9,19,11,10,12,13,18,13,10,10,14,8,20,10,10,18,17,13,14,14,15,8,9,15,9,11,16,11,39,11,12,19,23,10,7,9,38,9,14,21,8,8,11,11,12,16
"292",13,10,12,11,11,17,11,11,21,95,20,10,21,15,13,19,18,20,8,13,15,21,9,18,21,85,21,19,16,32,96,14,19,18,16,10,12,16,12,12,14,11,10,22,16,23,12,12,17,13
"293",9,10,9,21,16,9,16,11,18,41,16,9,18,14,14,13,12,23,19,21,10,16,9,13,9,14,19,10,16,11,10,9,41,18,18,16,15,15,7,19,18,10,17,17,16,14,13,10,19,12
"294",22,32,19,15,92,13,11,24,12,24,22,69,7,17,8,12,10,15,14,93,16,14,11,20,9,12,16,11,16,16,24,10,19,11,20,18,16,24,21,28,14,71,23,10,14,17,16,6,12,9
"295",38,14,8,12,9,18,18,16,10,36,8,12,13,21,12,9,14,10,18,10,17,14,11,36,18,9,23,8,16,18,36,20,9,12,13,15,13,13,8,10,12,8,15,11,11,56,17,19,57,12
"296",13,7,12,11,24,12,12,14,12,9,13,14,9,12,9,14,10,9,9,11,14,13,9,12,8,13,11,9,14,13,10,9,9,13,14,12,14,10,12,13,11,13,25,12,12,13,11,11,12,9
"297",26,19,23,10,7,8,8,26,29,11,6,28,30,11,22,16,18,21,15,10,27,10,14,16,13,28,10,22,43,30,9,23,24,7,25,13,12,19,26,13,15,10,19,28,28,27,20,46,15,9
"298",14,10,12,11,14,11,16,12,16,18,13,14,15,10,10,11,8,13,10,9,16,18,10,29,17,15,12,13,11,16,11,16,16,7,11,12,8,8,37,15,12,14,12,12,9,14,13,12,16,13
"299",11,21,10,13,12,7,11,9,47,12,15,18,8,22,23,15,6,18,21,12,13,12,13,10,20,21,9,10,10,47,19,13,10,11,13,11,18,11,11,9,18,10,11,21,13,22,9,9,10,16
"300",10,13,9,8,15,9,11,10,10,11,8,13,10,15,12,14,9,9,22,11,13,9,11,9,13,25,14,9,8,11,7,15,14,10,14,14,10,10,11,13,10,11,11,11,13,14,14,13,14,13
"301",11,14,9,12,18,42,36,32,10,24,7,25,11,24,43,27,7,10,18,18,28,11,9,27,10,14,16,10,15,10,18,12,19,19,24,11,24,11,13,24,26,11,14,19,24,7,9,13,12,12
"302",16,8,9,10,10,15,12,36,15,10,17,9,10,16,14,10,12,13,9,13,8,13,12,9,17,38,8,7,9,16,18,17,15,8,14,12,15,18,15,12,13,15,14,13,16,13,15,18,9,12
"303",53,17,18,9,23,22,22,13,9,11,19,11,16,66,47,8,23,11,10,16,10,18,14,10,10,23,11,11,10,8,25,14,20,19,10,15,23,13,22,14,17,13,12,12,8,62,17,9,23,11
"304",11,24,17,13,21,11,8,24,21,10,9,24,18,15,11,168,15,25,12,12,8,22,25,19,11,16,12,19,19,21,13,10,27,23,7,15,21,24,190,24,10,10,9,15,9,23,13,19,2,20
"305",8,11,12,15,19,24,11,12,9,10,24,10,16,15,11,8,13,11,11,14,17,17,13,13,11,12,11,13,15,10,13,11,6,15,31,9,10,10,10,34,17,12,13,15,21,13,9,13,12,14
"306",14,8,12,23,17,11,144,21,13,12,84,204,18,8,19,26,12,19,18,11,9,21,9,14,10,12,13,10,9,11,23,9,21,14,8,13,13,19,9,10,213,9,20,14,26,13,14,17,17,18
"307",9,13,15,14,10,13,16,10,15,12,16,6,15,11,11,11,14,8,11,9,15,15,9,14,12,12,14,17,12,11,14,33,16,10,28,15,13,14,11,13,10,8,13,14,14,8,12,9,14,15
"308",13,10,14,16,9,47,11,16,17,17,15,18,11,9,19,18,11,10,15,18,12,16,14,9,13,16,8,18,12,13,16,11,19,14,12,18,8,10,15,56,11,15,10,15,15,9,11,13,11,16
"309",9,14,12,12,8,42,19,26,11,15,15,19,13,10,16,13,9,11,16,17,9,20,8,14,16,7,34,12,7,9,12,19,9,7,11,12,11,12,9,15,27,13,18,11,12,21,12,11,15,42
"310",14,14,18,13,25,18,19,14,20,14,9,19,10,10,12,14,12,14,12,10,22,10,10,16,17,10,11,9,16,8,12,8,8,10,26,39,10,10,39,19,9,15,15,11,12,13,9,13,7,14
"311",12,19,10,7,11,13,13,12,16,11,16,8,11,10,7,18,9,23,15,21,10,16,66,19,10,13,73,15,13,22,12,21,22,7,17,21,15,10,21,9,10,10,14,14,23,19,14,12,13,10
"312",17,16,21,11,19,12,18,16,16,12,14,11,21,15,19,11,15,16,16,19,20,13,12,19,10,11,12,19,32,20,18,17,14,13,20,16,17,20,12,15,14,12,16,13,20,28,21,14,18,9
"313",14,20,19,21,7,27,23,15,10,22,29,11,19,13,9,11,15,12,17,28,13,13,15,8,13,24,21,7,15,9,15,10,10,9,54,18,27,32,12,12,19,19,11,9,17,13,11,50,24,21
"314",13,10,25,13,9,22,90,15,8,129,15,20,18,27,10,9,19,26,28,13,25,25,10,17,12,8,18,10,13,129,7,8,20,21,12,27,12,9,18,12,11,16,12,15,13,8,8,11,20,17
"315",19,13,20,22,26,7,14,12,11,8,9,14,8,41,13,12,11,20,14,15,8,18,19,15,17,12,9,41,19,24,12,19,12,26,12,10,21,16,9,27,9,19,27,25,19,15,9,15,9,16
"316",21,34,22,24,12,11,11,7,10,12,26,12,40,11,24,12,9,11,24,17,12,9,14,14,20,24,17,9,21,12,7,17,19,12,15,9,24,15,15,21,24,22,16,22,17,9,16,15,9,14
"317",14,9,17,11,15,17,31,16,8,32,12,21,28,10,33,13,12,14,13,18,28,15,412,16,8,20,14,29,10,11,14,15,14,12,16,10,9,15,19,32,10,18,6,241,29,18,20,15,12,10
"318",21,20,15,8,18,10,32,20,9,8,19,15,9,15,18,17,18,30,16,7,14,17,9,57,59,10,10,9,13,11,26,10,19,20,10,10,14,9,9,12,13,9,10,8,16,11,11,17,40,15
"319",20,56,10,11,21,11,13,12,15,11,13,9,12,16,12,26,12,14,12,18,11,7,17,15,9,57,8,11,14,7,16,11,8,11,10,8,15,15,18,25,18,16,11,14,16,14,12,13,13,13
"320",18,17,15,15,13,17,8,17,13,14,13,12,19,22,10,8,9,18,17,10,17,18,10,16,13,7,12,10,16,14,7,13,18,58,8,11,12,19,130,132,17,12,13,13,15,19,9,14,17,23
"321",11,14,15,9,15,8,8,15,62,18,9,8,8,10,9,13,10,9,13,10,8,12,11,10,12,8,12,11,6,9,13,11,9,13,11,10,9,12,9,12,10,12,71,10,11,11,6,8,11,11
"322",9,15,11,14,14,15,17,11,13,13,12,16,8,12,10,16,13,17,16,14,17,15,14,33,11,8,8,15,10,13,8,15,13,8,14,9,10,9,14,15,17,11,16,15,14,28,11,14,13,8
"323",13,15,18,16,10,11,14,9,16,21,11,19,13,19,13,11,14,19,11,10,16,51,16,13,17,14,17,14,34,51,17,18,11,11,20,9,10,9,12,11,18,13,14,21,9,16,20,10,14,17
"324",10,7,23,18,23,2,12,10,10,32,11,13,14,16,24,16,22,24,19,28,17,11,28,11,19,10,12,64,14,17,10,12,13,63,12,19,20,12,16,24,13,13,8,10,21,18,7,9,23,14
"325",14,8,15,11,12,20,14,15,21,8,22,13,9,17,16,11,17,17,14,10,17,9,10,27,45,17,14,21,19,19,9,8,12,10,48,27,10,21,9,20,10,10,15,10,9,11,9,27,12,16
"326",15,10,27,13,11,14,7,14,11,9,15,14,13,38,12,11,27,13,12,16,13,10,11,13,11,16,17,11,16,28,42,11,14,8,14,14,15,12,20,17,8,16,24,15,11,14,16,7,13,10
"327",12,9,24,18,24,14,48,19,16,4,35,12,17,14,8,16,9,10,23,15,10,13,22,11,8,18,13,34,10,9,30,9,14,9,34,14,30,45,13,10,8,21,8,15,13,15,14,10,11,15
"328",13,19,18,13,31,13,17,14,17,16,10,12,18,14,15,34,15,11,11,19,14,14,12,17,10,11,11,10,11,15,17,16,14,19,13,12,16,10,17,14,11,9,18,15,18,10,18,16,16,10
"329",15,15,9,10,9,13,109,15,13,76,15,13,18,13,8,8,9,17,8,11,17,11,10,13,11,27,10,13,17,13,14,21,13,13,9,12,9,9,14,14,18,12,116,18,16,13,19,41,23,12
