"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",21,23,17,32,14,178,15,15,11,9,10,16,15,11,11,11,21,477,12,477,8,22,17,10,11,22,89,16,11,19
"2",368,11,25,205,25,12,12,12,27,11,466,16,24,21,19,100,36,14,56,42,32,12,18,18,19,14,10,13,NA,14
"3",11,73,65,75,12,12,13,11,10,15,19,13,11,11,12,11,14,21,11,11,30,12,35,9,22,24,21,11,15,34
"4",90,31,75,15,10,17,10,9,15,13,46,9,63,8,48,24,88,18,12,11,12,9,19,9,39,14,25,10,16,14
"5",12,17,69,20,49,246,12,12,10,232,10,11,12,21,16,30,12,9,12,11,25,9,12,9,20,12,235,11,15,18
"6",18,14,10,8,13,18,17,22,14,84,25,12,81,12,31,9,23,12,11,12,18,12,10,13,9,34,25,16,66,37
"7",14,20,13,59,373,16,34,42,330,11,24,10,21,20,13,12,12,18,15,10,14,360,20,16,29,10,314,29,19,11
"8",11,24,NA,17,29,10,18,12,11,26,45,19,13,153,20,11,9,16,30,14,12,41,NA,11,13,26,14,41,NA,9
"9",11,15,NA,NA,38,NA,10,70,NA,NA,10,NA,64,12,87,NA,NA,10,NA,22,NA,NA,NA,9,84,10,21,35,19,9
"10",13,15,15,15,19,37,55,13,10,10,12,27,19,13,12,19,16,22,125,48,15,13,13,14,9,13,71,11,15,34
"11",14,NA,12,11,19,20,29,58,15,17,14,10,11,53,12,21,12,11,12,8,17,13,14,240,15,11,17,9,245,10
"12",12,10,12,63,18,12,8,NA,18,10,14,20,11,10,19,12,32,10,33,19,13,8,10,54,NA,11,54,21,NA,14
"13",50,18,17,27,32,18,53,22,9,23,20,60,14,15,17,14,22,16,13,14,21,28,10,8,10,18,17,19,22,25
"14",387,19,10,24,10,8,17,17,23,12,16,11,9,12,16,367,16,36,17,13,21,16,25,10,350,13,111,10,10,27
"15",25,11,21,17,22,99,19,22,54,14,22,89,30,92,50,13,11,12,18,16,13,36,13,15,56,24,9,14,17,16
"16",18,NA,12,15,NA,17,14,14,14,10,14,29,9,36,NA,8,13,15,8,12,11,16,20,19,19,24,11,16,23,20
"17",167,35,233,13,11,42,58,18,20,33,10,95,11,20,24,44,10,18,23,40,17,12,11,21,11,10,20,23,20,228
"18",12,30,299,25,25,24,26,19,24,457,48,484,21,372,15,477,10,12,15,24,12,12,15,24,10,30,36,14,22,11
"19",10,17,11,13,7,11,20,10,9,22,12,11,9,12,10,44,16,9,28,9,17,20,46,6,13,11,12,12,50,11
"20",23,43,20,14,15,61,11,9,59,29,65,9,9,14,11,24,30,19,32,30,21,7,8,9,40,22,14,10,15,15
"21",11,42,10,11,9,10,17,11,16,20,10,18,17,27,19,52,21,12,12,32,48,12,14,10,54,12,10,10,9,8
"22",18,33,15,11,19,57,30,17,23,10,17,20,14,16,12,170,170,32,11,143,49,17,29,12,9,23,12,21,13,116
"23",19,13,159,10,11,97,28,10,14,14,12,127,23,15,14,30,17,24,8,NA,17,13,10,19,20,24,18,NA,49,12
"24",25,11,15,47,10,13,24,17,30,51,10,9,12,24,10,48,16,8,22,9,11,31,13,9,12,36,12,18,12,51
"25",NA,16,8,11,NA,10,26,15,35,56,26,13,NA,14,14,18,14,12,23,10,18,16,18,16,11,10,12,16,23,12
"26",13,19,13,52,78,17,26,8,22,24,12,12,82,11,54,47,10,72,59,10,12,22,16,184,11,13,21,13,13,14
"27",16,18,16,16,21,46,15,40,17,11,41,17,488,8,21,443,8,71,17,15,26,NA,17,37,14,18,21,16,19,24
"28",11,36,12,17,48,115,168,18,29,17,9,12,11,12,13,22,14,14,8,22,9,25,126,13,13,10,64,31,8,15
"29",16,59,19,18,7,65,22,9,31,12,9,45,18,16,53,11,10,12,12,66,13,22,10,10,13,10,13,20,14,13
"30",19,11,12,28,7,12,38,19,13,48,13,24,28,42,71,14,47,7,69,10,12,39,10,78,17,11,11,35,64,32
"31",11,30,20,16,348,8,10,402,28,72,15,304,23,21,32,14,36,310,20,9,10,9,8,70,352,25,14,39,15,14
"32",50,16,21,16,28,15,11,10,9,192,12,193,9,36,19,14,11,59,13,182,9,11,15,9,15,179,73,41,10,13
"33",13,13,27,15,36,11,18,12,162,79,13,39,9,40,50,285,50,303,14,13,42,13,12,9,25,251,22,12,30,24
"34",21,9,462,314,12,16,12,12,16,14,294,14,10,11,31,11,9,79,25,46,11,18,9,16,454,20,17,19,28,29
"35",16,20,18,8,214,10,385,31,7,432,9,13,12,22,8,12,414,8,9,14,19,18,9,13,406,8,394,212,16,30
"36",12,11,47,38,17,17,25,17,24,12,22,11,18,22,48,18,18,15,20,12,11,21,21,17,14,15,36,8,18,16
"37",15,15,26,8,36,9,9,9,8,15,8,11,9,27,8,71,10,NA,13,15,10,18,8,32,10,NA,11,15,6,25
"38",12,73,NA,NA,27,11,17,62,NA,27,12,26,10,11,31,10,10,17,17,56,9,9,91,22,30,8,NA,60,NA,23
"39",11,9,43,14,11,10,32,39,13,160,16,25,488,NA,46,12,38,NA,33,NA,11,27,9,21,15,12,38,16,29,30
"40",13,27,16,26,37,13,8,12,33,34,29,24,17,27,12,17,12,31,45,35,44,26,15,42,18,24,16,25,12,24
"41",48,25,10,11,18,12,15,9,13,12,11,19,243,68,16,78,15,16,24,12,11,11,29,18,17,16,16,13,217,10
"42",18,7,15,26,20,16,12,25,26,18,18,25,11,31,26,26,33,25,25,11,18,16,17,156,14,17,145,8,166,154
"43",114,29,129,10,26,10,10,12,10,14,16,25,8,12,19,34,15,17,13,12,10,11,8,10,11,16,90,121,11,11
"44",54,58,14,35,10,10,13,6,11,8,15,138,25,65,8,27,9,8,55,24,8,11,NA,10,35,8,144,10,8,12
"45",16,15,22,9,20,12,18,11,15,9,13,13,46,10,14,11,16,12,16,13,15,56,18,13,43,49,19,23,16,13
"46",15,19,55,35,13,8,28,58,40,11,15,22,16,28,23,28,43,28,14,25,19,34,18,11,16,12,15,15,57,15
"47",8,8,13,20,26,15,12,11,17,12,9,15,12,12,14,9,54,38,9,13,19,35,32,9,65,11,10,9,29,12
"48",8,35,9,17,325,128,313,8,23,12,10,19,13,6,11,12,11,29,22,108,301,10,17,337,40,24,321,18,24,10
"49",8,16,9,8,10,17,21,12,25,10,120,10,NA,NA,8,8,25,15,13,21,8,10,17,11,10,33,9,11,30,380
"50",17,26,10,12,8,9,47,NA,10,11,10,10,9,11,12,9,15,11,13,10,98,11,NA,163,9,31,13,10,11,NA
"51",12,11,16,10,NA,9,16,18,64,9,23,8,20,27,NA,17,50,12,10,13,10,NA,27,31,38,24,15,9,NA,21
"52",NA,12,16,NA,136,126,12,NA,NA,NA,8,11,9,15,NA,NA,16,NA,NA,10,NA,11,15,NA,20,NA,NA,NA,30,13
"53",19,99,98,12,12,71,274,10,13,96,12,12,18,28,14,10,15,11,33,30,337,20,24,14,17,9,16,314,10,10
"54",190,28,32,24,11,18,10,35,13,31,16,10,12,12,16,29,14,9,12,8,31,43,99,14,12,13,24,477,11,465
"55",16,8,28,75,30,35,12,11,10,10,12,10,14,8,69,20,13,31,32,14,10,12,42,69,9,8,42,14,17,16
"56",9,15,28,10,30,9,11,16,15,23,152,25,140,53,13,15,18,15,11,14,9,12,23,23,15,10,56,159,17,24
"57",10,16,12,20,33,15,9,15,11,20,9,9,12,13,11,31,12,14,63,13,54,12,12,12,60,20,10,11,28,10
"58",54,378,127,58,18,35,13,19,10,98,14,36,379,11,12,39,16,54,23,10,13,15,8,26,38,31,23,104,56,9
"59",NA,NA,13,140,10,158,19,8,21,11,10,22,9,11,29,10,NA,17,8,9,50,10,128,12,NA,9,136,8,12,30
"60",92,12,79,12,15,11,14,12,16,56,17,43,11,19,10,11,14,27,30,20,15,14,19,10,10,14,12,115,89,15
"61",11,50,32,18,12,16,9,47,15,30,26,8,51,13,14,15,36,11,24,11,NA,131,13,10,NA,131,36,9,15,18
"62",15,8,122,30,470,12,22,34,455,38,27,11,25,14,203,18,38,20,21,63,46,22,22,15,12,15,18,19,31,30
"63",22,464,11,45,33,11,16,14,18,10,474,491,457,15,22,12,19,30,36,16,19,43,19,15,41,31,20,28,105,21
"64",14,15,10,18,10,33,10,24,23,27,16,16,13,148,11,17,17,24,107,17,120,13,60,17,16,12,11,27,22,12
"65",10,15,10,120,15,33,23,12,17,21,16,15,19,9,20,13,26,18,12,8,15,14,17,117,11,15,13,127,108,14
"66",13,16,13,13,11,17,14,12,96,13,10,75,107,17,19,10,11,16,65,8,11,10,13,13,12,19,13,12,14,19
"67",12,15,69,11,15,25,21,14,27,16,9,37,44,65,24,16,26,23,13,19,42,71,27,26,32,12,29,34,22,35
"68",11,13,11,15,138,19,12,9,23,99,15,8,12,189,31,34,17,23,14,20,14,13,253,11,14,24,15,9,25,28
"69",9,19,16,15,121,9,53,26,17,132,18,111,22,36,16,14,13,21,14,13,17,83,13,19,115,9,11,17,21,14
"70",14,14,25,10,11,13,30,25,26,32,16,118,21,16,14,33,19,13,12,13,19,61,21,12,42,118,9,22,31,11
"71",42,14,14,11,87,17,126,15,8,71,15,8,13,9,83,10,21,9,20,16,11,20,11,11,23,8,10,44,11,72
"72",49,15,16,13,12,18,16,27,127,20,136,24,45,18,10,16,16,21,10,12,22,133,11,13,13,9,12,29,14,19
"73",14,13,202,NA,30,11,26,100,NA,NA,NA,NA,28,NA,18,NA,11,10,127,13,15,NA,NA,9,9,NA,31,NA,16,NA
"74",30,17,8,153,33,167,29,15,158,12,28,26,32,24,10,41,13,8,37,33,21,28,26,43,12,35,20,13,11,26
"75",13,10,18,12,14,17,491,19,19,31,10,12,12,96,75,39,15,NA,78,38,63,36,15,21,12,11,NA,14,22,27
"76",24,15,11,17,22,17,10,14,20,56,15,11,244,10,24,12,24,17,15,14,17,13,11,16,13,19,20,17,248,11
"77",48,14,22,58,12,49,44,13,55,52,20,19,23,59,11,16,10,17,20,23,12,21,65,10,15,45,16,14,23,55
"78",51,16,66,24,18,33,51,9,27,80,68,18,29,75,13,10,44,29,13,27,9,13,10,15,14,13,17,13,18,10
"79",23,22,17,18,10,51,37,24,14,16,12,8,21,8,8,11,75,14,27,11,13,45,21,30,19,32,8,75,12,17
"80",27,8,45,19,NA,12,11,12,16,23,9,77,12,14,11,13,9,24,28,146,10,13,6,8,9,9,8,14,11,11
"81",17,9,34,11,9,21,28,9,12,64,12,19,21,78,53,11,35,13,12,27,23,14,16,13,14,74,26,12,11,38
"82",12,12,7,9,20,239,12,19,14,295,11,9,14,15,13,13,15,14,20,14,11,22,8,239,9,12,20,63,45,24
"83",23,9,16,16,15,9,123,8,15,244,44,53,15,26,42,11,9,13,11,19,13,57,17,10,16,19,33,44,10,11
"84",44,13,18,19,11,34,12,17,10,10,41,42,13,13,46,28,11,12,27,31,9,14,12,13,22,79,211,6,221,14
"85",26,39,275,13,14,28,10,11,10,36,8,16,8,23,338,356,33,264,12,10,18,14,21,12,12,19,19,219,9,29
"86",14,16,23,10,11,9,16,20,15,10,37,17,54,12,18,16,10,26,8,63,14,15,15,12,21,11,66,10,19,62
"87",9,13,17,64,12,24,15,13,11,10,13,21,45,17,16,19,17,12,19,15,12,16,58,11,11,19,17,11,23,63
"88",20,31,21,15,36,18,21,15,12,15,14,21,16,12,23,36,12,18,25,13,14,16,14,15,18,81,12,20,79,22
"89",16,20,26,17,10,13,98,36,15,12,21,9,18,22,135,14,10,111,17,11,16,11,10,16,17,9,11,8,99,13
"90",20,10,31,11,8,10,17,35,12,11,428,390,NA,16,21,12,27,NA,10,14,19,NA,26,20,12,13,11,12,16,18
"91",16,10,30,12,16,105,24,19,10,12,18,24,14,45,120,12,138,14,32,19,21,8,12,9,11,31,56,19,14,16
"92",57,58,24,59,16,21,50,NA,14,217,16,13,24,11,57,22,18,12,17,22,112,14,14,72,184,22,NA,57,177,12
"93",23,19,16,25,7,33,34,19,87,27,15,16,200,28,13,9,73,11,15,20,28,9,43,21,13,76,40,31,17,16
"94",14,16,13,14,10,437,12,20,21,11,359,11,13,10,14,21,467,10,12,45,24,45,469,11,12,472,9,12,15,11
"95",19,21,13,96,11,12,18,11,12,15,23,13,29,29,33,52,17,10,106,26,12,95,9,16,10,83,17,15,109,21
"96",56,22,60,22,9,13,20,11,14,11,28,26,15,30,14,32,9,26,17,61,12,12,17,67,21,10,13,18,10,12
"97",22,20,14,103,19,11,10,9,10,11,10,17,10,32,10,10,17,16,14,111,7,14,17,10,13,18,13,112,12,15
"98",11,10,18,39,11,32,18,39,12,178,174,41,27,16,24,14,36,31,14,31,38,27,13,10,31,23,163,106,19,20
"99",165,23,25,51,10,9,159,8,20,24,14,71,45,20,11,29,13,10,10,14,41,16,13,45,22,22,8,22,164,35
"100",15,18,39,22,18,13,9,14,19,9,17,14,10,9,14,16,34,39,31,17,10,7,16,7,37,20,11,9,15,14
"101",17,8,21,11,149,124,15,13,9,11,9,16,15,168,10,130,28,11,15,163,10,41,10,9,13,16,29,11,23,13
"102",8,19,13,89,31,28,19,11,52,13,10,55,28,16,12,13,20,66,19,26,18,12,14,25,9,44,10,16,18,10
"103",17,41,NA,35,17,43,14,76,29,13,12,NA,18,19,13,18,25,17,15,20,NA,NA,11,14,13,17,16,21,16,25
"104",164,211,12,11,14,10,9,16,16,13,10,11,34,10,20,26,11,14,10,10,168,199,32,12,9,15,18,11,183,15
"105",15,11,20,45,NA,NA,22,16,11,63,11,17,19,18,20,19,252,42,11,48,8,16,11,13,244,9,30,16,9,72
"106",383,40,14,28,16,28,48,314,67,17,12,19,43,24,48,13,49,13,19,14,52,12,53,47,382,14,22,20,38,12
"107",9,19,12,14,8,10,102,7,23,11,19,26,21,14,11,13,13,17,216,25,13,21,18,9,9,9,9,16,47,101
"108",375,429,16,10,11,15,17,439,19,18,18,15,31,13,12,11,10,136,19,27,17,29,36,11,461,20,23,41,10,20
"109",15,10,16,14,13,14,38,10,28,14,11,153,273,9,229,19,11,17,10,19,39,11,16,12,13,10,12,10,18,11
"110",15,49,18,17,26,23,14,25,12,128,30,9,40,12,20,142,73,7,11,77,17,8,19,19,14,13,10,127,9,18
"111",89,77,20,13,106,31,24,11,10,75,22,12,19,12,19,81,99,18,18,21,20,18,49,11,137,101,13,108,159,41
"112",11,10,12,14,11,53,19,13,17,18,22,13,79,13,58,8,15,77,36,9,11,70,11,11,16,15,12,24,17,18
"113",13,11,11,85,40,57,11,22,26,24,16,11,9,15,19,77,32,22,26,28,24,10,38,26,36,79,16,26,12,29
"114",49,9,13,20,11,14,16,13,45,38,35,8,12,21,10,6,17,11,10,12,20,34,22,11,10,21,13,12,16,7
"115",20,17,32,10,33,NA,23,NA,37,13,NA,NA,15,18,25,28,40,10,11,14,NA,29,31,NA,22,19,10,12,19,14
"116",12,18,8,26,172,11,14,9,133,60,9,9,16,13,16,21,8,12,11,174,11,19,33,145,21,47,13,46,25,141
"117",16,12,12,12,10,14,9,9,20,37,10,20,22,12,50,10,14,50,26,12,45,10,10,12,13,17,20,55,9,16
"118",23,9,29,16,16,7,13,156,18,55,9,148,14,12,8,19,18,14,9,23,21,12,18,12,9,151,32,7,14,19
"119",10,9,14,15,28,28,22,16,21,NA,14,21,19,13,25,25,8,141,14,NA,17,11,13,10,40,NA,16,21,12,19
"120",145,11,35,9,45,11,13,8,15,30,16,43,13,27,256,23,10,28,29,14,8,10,12,11,52,289,13,234,23,53
"121",29,26,19,20,14,22,12,491,345,13,18,13,16,8,19,462,7,13,15,17,24,12,34,33,38,27,13,11,37,10
"122",63,11,17,7,70,353,8,16,8,42,9,20,64,14,8,10,10,11,37,7,117,16,12,224,16,9,13,83,373,10
"123",9,107,12,13,13,237,19,52,11,33,57,12,10,8,10,19,10,226,230,22,15,212,19,9,13,20,13,15,11,13
"124",NA,14,24,NA,7,14,NA,20,15,11,13,62,NA,8,13,NA,NA,NA,NA,16,57,13,NA,24,55,8,NA,NA,16,67
"125",307,12,10,8,7,10,16,356,46,11,37,78,21,11,19,25,398,7,22,10,21,318,9,383,15,15,17,28,47,15
"126",8,32,14,90,14,13,13,21,56,10,94,9,21,8,13,12,99,13,10,12,12,9,96,7,25,76,39,16,10,12
"127",19,84,15,10,36,35,10,42,13,78,14,40,16,8,13,89,12,24,26,9,17,33,59,11,12,53,22,9,29,23
"128",19,13,10,10,14,25,13,9,20,10,15,13,10,11,11,33,84,13,9,10,9,7,11,89,14,33,13,78,12,17
"129",21,80,18,17,10,70,13,23,11,12,25,28,16,11,10,32,14,13,23,16,9,13,14,17,22,11,76,19,10,17
"130",16,14,14,36,19,11,11,14,10,12,478,12,9,11,10,15,315,15,9,28,15,229,23,28,106,21,10,96,11,18
"131",55,14,13,77,12,17,26,25,9,166,31,9,171,9,13,11,17,15,8,11,14,169,12,23,14,168,12,22,62,24
"132",17,19,46,13,16,256,9,9,120,20,9,21,30,12,15,19,40,19,83,12,85,16,9,10,16,9,24,152,10,136
"133",10,22,9,21,34,13,29,33,16,14,12,42,331,15,25,10,64,281,NA,22,12,17,NA,18,22,15,37,13,72,NA
"134",15,88,51,15,18,24,26,13,10,12,16,15,13,24,23,23,230,15,172,13,304,15,19,11,18,22,25,14,6,8
"135",10,55,21,25,23,88,8,32,25,9,18,11,10,11,34,10,11,241,349,18,9,14,140,15,12,305,10,20,28,13
"136",10,15,61,20,10,147,234,21,8,10,12,10,33,14,10,12,11,18,8,144,32,31,44,31,19,15,10,20,16,12
"137",11,14,31,104,18,28,40,15,21,29,27,14,12,35,14,68,12,9,32,208,14,14,17,97,93,18,13,29,12,213
"138",20,142,50,26,13,14,22,12,91,9,179,9,15,19,13,178,12,15,22,19,11,20,14,8,11,17,116,16,11,14
"139",16,19,9,91,12,17,11,75,20,10,23,13,14,15,15,23,16,23,17,14,10,72,22,9,96,9,9,10,10,17
"140",10,88,109,13,14,112,42,19,14,21,13,43,15,110,9,20,22,17,20,8,13,10,91,10,10,43,14,73,12,20
"141",11,15,33,73,10,14,11,34,31,12,22,46,38,30,17,59,9,19,362,35,10,55,64,20,15,16,19,42,11,39
"142",15,21,46,20,33,151,8,53,15,12,17,52,25,14,38,13,12,9,14,16,15,13,12,25,8,12,138,21,26,30
"143",26,9,14,17,47,14,13,15,41,61,10,9,15,11,26,37,19,93,16,9,12,8,48,94,22,66,16,10,15,13
"144",11,19,27,9,16,11,8,8,16,19,19,17,23,12,120,9,30,31,233,10,31,12,14,11,13,19,231,14,14,16
"145",9,10,9,35,8,8,22,8,72,8,14,16,10,12,30,9,13,11,15,81,61,51,8,11,23,14,9,8,13,62
"146",242,16,14,17,8,13,281,15,25,39,13,36,20,35,24,34,20,66,19,18,21,15,26,42,24,297,20,75,13,18
"147",23,8,9,11,9,21,21,18,24,22,96,16,19,12,23,12,10,15,13,28,241,NA,16,11,20,11,NA,16,13,11
"148",38,12,120,12,14,8,58,21,11,15,29,56,10,10,10,10,20,106,10,12,13,18,12,11,119,11,13,10,12,48
"149",20,13,11,16,11,22,17,9,16,349,36,7,32,15,10,9,13,18,10,11,8,22,14,10,17,146,88,22,357,16
"150",15,14,11,112,12,12,16,48,16,17,13,155,19,10,10,13,17,71,10,12,20,17,9,115,13,12,13,17,11,161
"151",56,13,10,21,24,10,77,35,11,141,11,11,21,15,16,20,22,105,46,8,12,12,14,49,14,11,12,9,9,17
"152",17,21,13,15,25,NA,NA,18,29,46,11,21,27,28,11,23,10,19,NA,11,18,470,19,9,33,NA,9,12,7,9
"153",11,13,20,32,29,20,39,19,11,30,37,21,39,16,41,12,14,19,12,18,10,10,10,30,33,11,64,53,15,17
"154",10,17,16,77,11,15,18,10,12,22,11,13,25,26,138,60,16,20,11,14,12,22,132,13,11,32,22,13,8,10
"155",22,15,11,10,48,14,11,27,118,31,22,26,10,35,168,166,37,11,31,23,15,27,77,18,19,35,70,14,41,25
"156",10,8,18,21,19,13,27,20,14,95,71,28,17,10,14,12,81,9,66,12,18,83,47,18,18,49,9,23,11,20
"157",8,8,23,12,29,107,50,10,10,9,17,23,26,22,37,376,9,418,22,39,8,30,401,19,53,14,22,16,13,385
"158",11,124,13,13,13,78,12,14,44,15,22,14,30,24,23,9,25,16,171,14,173,17,31,23,13,14,12,28,80,19
"159",9,42,32,11,11,36,50,24,12,13,11,27,54,20,9,11,48,17,17,14,10,17,51,13,11,19,9,13,16,40
"160",42,11,10,8,8,41,16,16,15,14,9,12,10,29,12,10,17,21,21,13,9,13,11,18,14,12,9,12,15,41
"161",22,NA,12,12,13,10,8,22,12,26,NA,9,15,21,13,28,14,NA,32,215,7,29,8,15,17,241,9,9,200,10
"162",21,19,12,8,11,9,19,15,11,11,11,9,11,11,9,22,24,60,134,15,12,16,14,11,8,11,191,160,14,12
"163",142,NA,32,13,10,23,12,9,9,18,10,126,26,487,25,8,14,184,47,16,11,NA,30,17,12,11,15,12,19,14
"164",17,15,24,10,16,110,9,11,9,21,10,15,37,21,11,11,10,106,24,8,81,98,9,12,19,27,11,13,35,22
"165",69,14,28,64,12,14,21,19,11,17,17,25,16,11,15,18,20,12,13,21,57,35,19,22,12,11,14,68,16,26
"166",11,72,13,14,76,30,79,21,10,29,23,26,60,79,76,35,10,12,60,20,21,27,64,12,9,17,43,7,70,17
"167",39,9,13,8,9,9,12,9,13,10,73,8,91,19,28,12,90,7,26,17,19,10,21,13,10,12,12,7,93,33
"168",32,14,29,15,9,15,9,16,14,19,20,10,24,29,11,15,9,12,10,17,85,28,11,11,20,9,41,16,21,82
"169",32,19,22,58,NA,60,15,68,86,14,39,11,82,9,101,21,36,16,29,44,22,14,21,32,96,30,14,10,19,24
"170",8,10,24,8,14,135,16,17,19,16,12,23,23,16,10,126,14,141,9,9,15,11,10,22,13,8,14,39,7,13
"171",19,11,17,34,16,9,19,10,12,17,486,27,11,60,14,22,11,17,15,11,11,17,11,NA,16,25,14,12,NA,29
"172",NA,13,31,26,20,14,61,NA,31,22,10,26,37,14,NA,30,14,14,15,10,9,18,NA,11,85,10,26,18,18,28
"173",12,8,9,6,11,11,79,78,13,15,8,68,14,15,9,9,17,19,18,8,17,24,17,39,23,9,23,12,8,11
"174",29,7,26,18,21,9,9,37,9,10,9,174,21,10,9,12,17,188,10,184,15,19,9,10,14,16,8,12,13,140
"175",20,11,9,17,12,16,167,44,28,19,41,16,14,16,13,19,11,182,11,16,11,27,9,10,150,14,24,188,11,14
"176",9,10,15,18,12,34,12,18,9,58,13,11,9,9,147,58,16,8,114,22,113,10,45,10,12,13,11,11,28,143
"177",8,10,21,14,22,10,17,23,26,25,128,24,11,12,18,130,15,18,18,148,146,10,14,12,21,39,44,9,8,19
"178",18,18,11,77,23,11,25,11,9,10,21,11,19,55,12,110,118,220,32,186,11,199,33,10,12,14,14,13,13,15
"179",18,15,21,13,95,38,33,68,11,43,24,11,16,42,40,13,19,12,54,20,26,101,18,13,47,98,15,12,10,15
"180",16,42,10,24,24,30,49,25,23,10,19,355,25,9,16,10,107,449,27,59,12,10,7,10,98,13,13,24,10,10
"181",15,80,12,8,13,11,24,10,22,83,11,83,16,27,10,12,15,16,19,14,27,56,15,32,67,16,28,23,18,20
"182",23,21,12,8,12,41,30,17,16,389,11,304,22,14,22,12,12,23,31,13,17,13,24,7,11,14,22,57,358,11
"183",12,8,10,21,209,69,11,11,15,29,11,24,10,16,12,17,7,19,13,16,228,9,20,13,8,54,10,193,12,10
"184",NA,NA,11,NA,34,NA,20,NA,NA,NA,NA,NA,22,NA,16,150,NA,18,46,11,NA,NA,NA,13,NA,NA,NA,NA,139,16
"185",22,15,87,34,47,13,9,10,27,16,11,15,17,18,22,22,11,22,8,75,30,10,35,14,18,15,67,20,11,82
"186",26,7,18,24,8,10,10,30,8,13,9,21,35,14,24,14,9,59,10,8,8,16,14,9,14,82,12,11,87,11
"187",216,21,14,14,199,12,21,18,18,18,14,24,16,13,12,206,19,13,41,11,13,37,16,30,94,20,11,11,32,17
"188",48,13,19,17,13,89,8,28,28,13,19,42,8,26,50,61,19,18,70,17,10,26,14,92,92,30,15,18,18,17
"189",10,10,9,26,18,29,12,NA,14,11,22,19,NA,18,NA,12,11,12,43,18,13,68,18,31,54,9,30,14,7,23
"190",10,10,9,16,18,14,16,9,40,10,55,36,9,126,10,15,8,11,12,16,13,11,122,10,13,10,132,20,7,8
"191",104,24,31,23,15,10,NA,27,32,20,22,29,10,20,12,50,59,13,NA,49,11,12,26,9,73,145,14,32,38,56
"192",30,11,20,16,10,10,15,17,67,20,19,14,17,17,10,22,17,11,13,11,32,36,66,40,13,7,14,60,60,14
"193",58,9,11,53,27,96,31,57,31,41,27,27,14,11,12,33,17,224,11,16,20,13,298,33,22,25,287,48,13,38
"194",9,9,14,16,10,NA,10,13,11,35,15,16,16,15,19,29,NA,11,32,32,20,25,36,58,17,11,12,11,15,12
"195",21,13,94,339,41,459,16,21,115,19,16,10,14,65,37,13,338,16,18,16,64,17,13,52,17,15,62,23,40,21
"196",18,15,25,16,11,13,14,42,9,28,23,19,9,28,18,10,10,14,8,11,17,11,19,25,19,11,10,19,16,63
"197",14,12,11,186,17,12,13,95,10,8,46,36,12,8,22,10,10,44,11,311,11,17,20,45,18,356,305,8,28,10
"198",202,23,22,16,52,12,212,30,11,12,9,12,63,23,10,17,65,10,55,14,16,16,29,15,56,41,12,22,9,15
"199",31,29,17,9,22,10,22,286,165,302,12,84,8,51,21,40,22,13,15,14,16,20,12,12,287,12,25,46,170,13
"200",30,14,7,13,14,27,10,241,14,14,18,17,437,12,28,18,13,62,20,21,7,29,12,8,60,55,19,18,10,435
"201",13,15,10,11,11,11,9,12,13,50,11,18,18,12,59,10,14,12,15,13,12,10,26,48,34,14,25,18,15,58
"202",17,39,10,97,11,24,7,27,136,15,14,133,15,11,11,10,14,14,11,12,16,25,42,11,10,13,25,14,26,15
"203",34,28,34,21,437,430,11,18,68,66,9,13,11,21,29,25,54,12,18,13,23,14,89,13,13,14,17,32,17,33
"204",116,12,12,9,12,17,19,17,12,109,17,19,11,10,9,8,122,6,11,15,50,9,9,7,9,22,27,31,24,8
"205",18,10,19,17,14,15,47,10,12,12,14,15,16,12,13,12,8,10,37,11,53,15,22,17,49,13,11,9,16,15
"206",138,180,10,15,13,8,NA,10,35,11,9,41,54,9,20,NA,8,13,14,10,159,17,12,16,16,15,12,48,65,8
"207",NA,15,21,25,9,16,13,11,10,31,47,35,62,16,35,13,NA,9,17,10,22,15,38,8,11,14,11,NA,14,9
"208",20,16,11,122,28,15,30,32,10,9,20,109,9,10,16,12,13,13,17,11,22,10,15,11,12,13,21,131,13,30
"209",14,17,18,16,13,85,10,14,13,27,10,14,118,14,13,14,11,24,17,11,29,12,19,113,99,45,114,20,32,15
"210",38,20,24,18,NA,30,12,21,30,13,16,59,11,53,49,12,15,18,163,23,20,16,23,27,14,33,NA,446,15,13
"211",11,31,14,11,12,14,18,30,21,15,99,18,14,10,40,15,19,8,65,15,11,21,14,21,24,16,83,131,8,19
"212",17,21,406,11,11,17,19,54,14,49,15,24,14,8,43,315,29,17,12,8,13,15,15,12,358,9,20,90,20,390
"213",NA,10,10,9,8,6,NA,14,NA,7,13,12,11,14,8,NA,41,8,12,NA,11,14,14,43,19,19,10,13,23,13
"214",9,15,435,8,36,9,29,20,26,20,9,11,453,61,12,39,16,45,12,10,11,369,11,14,13,13,392,13,18,19
"215",20,76,23,14,30,83,11,24,8,22,9,40,12,31,45,51,11,12,11,226,9,19,9,9,11,20,22,19,14,10
"216",68,14,11,14,17,13,11,15,32,25,25,24,23,12,15,11,10,NA,368,13,14,30,17,29,29,12,10,346,379,21
"217",22,8,29,24,21,19,16,24,13,12,21,32,12,18,24,20,12,24,20,16,11,21,27,24,30,19,11,19,16,27
