"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"71",9,10,7,17,9,19,15,9,14,16,13,9,13,148,24,8,14,12,16,11,45,45,146,8,18,45,19,10,9,26,17,18,17,10,72,12,14,16,9,135
"72",6,12,14,11,12,8,14,13,13,38,15,13,9,12,9,10,8,10,9,10,10,13,10,10,13,13,10,9,40,9,13,9,15,11,14,8,8,14,12,11
"73",13,12,8,17,7,8,8,17,10,10,14,12,11,9,11,13,65,10,15,9,10,12,18,12,16,9,10,12,9,10,14,64,8,11,13,16,15,14,47,12
"74",13,13,13,9,12,12,12,7,11,27,15,9,15,9,7,16,11,14,12,9,8,10,11,9,13,10,8,16,11,13,12,16,10,10,11,13,9,16,7,31
"75",13,7,20,21,10,13,23,23,13,20,19,17,9,11,24,11,9,11,12,12,57,8,23,21,10,8,11,47,12,12,10,18,11,12,11,16,17,11,20,21
"76",26,7,51,17,17,25,16,46,23,26,10,24,15,14,16,16,27,10,15,23,21,9,14,25,15,14,14,8,25,13,14,21,8,9,13,24,11,9,14,12
"77",12,15,9,13,9,10,9,35,22,13,12,16,11,14,9,12,11,17,9,21,14,17,14,10,13,36,20,10,11,7,10,16,12,13,11,19,20,9,16,10
"78",16,17,30,11,306,16,21,21,17,23,9,19,8,11,10,19,294,23,17,16,18,12,14,18,8,8,17,7,14,15,13,42,40,34,16,8,8,38,10,11
"79",9,10,13,18,12,17,70,13,93,161,17,28,10,19,10,19,19,10,12,13,20,9,16,16,10,16,9,13,16,10,148,12,13,12,15,14,7,9,15,7
"80",18,10,22,16,14,21,21,13,16,14,11,9,22,59,21,12,17,9,22,15,11,17,15,8,17,11,11,9,11,10,11,9,22,15,60,11,11,10,10,17
"81",11,28,18,22,38,22,8,14,10,17,25,26,8,22,25,21,14,25,12,9,7,8,10,20,14,23,22,23,8,24,8,10,11,10,12,24,16,40,25,21
"82",14,15,18,16,9,13,17,15,9,16,41,12,22,16,10,11,12,14,13,10,9,18,14,12,18,12,10,10,14,12,18,13,13,13,12,12,18,12,17,41
"83",18,16,17,39,10,11,11,27,14,8,10,13,27,21,10,10,12,24,9,44,19,7,18,44,15,21,9,13,27,23,12,7,11,29,10,28,28,14,21,8
"84",27,10,20,11,10,11,35,15,30,16,21,13,10,9,10,11,16,32,10,13,8,13,12,12,38,14,11,12,12,11,17,73,22,73,11,14,13,28,22,14
"85",13,20,21,60,8,11,25,15,9,25,11,59,14,8,8,15,13,19,10,12,34,96,10,13,9,18,11,10,102,12,12,8,24,16,20,8,8,10,9,12
"86",9,13,55,13,9,10,10,12,14,10,11,9,NA,20,10,29,15,9,9,17,14,NA,9,12,13,12,8,8,8,28,9,9,8,15,9,10,9,10,11,44
"87",9,8,12,9,9,12,14,9,13,11,11,12,9,14,10,15,12,10,10,13,9,10,13,11,7,14,12,12,9,11,24,12,8,13,22,13,14,12,9,8
"88",12,9,18,55,9,19,11,10,13,20,11,8,9,9,10,16,8,10,22,9,19,8,23,9,11,19,20,19,18,9,8,11,15,10,25,55,12,43,25,18
"89",10,12,17,10,20,10,49,9,16,19,13,20,12,12,19,11,12,12,18,12,10,17,11,16,11,9,15,17,12,8,17,11,11,18,12,57,10,17,12,13
"90",10,14,10,15,15,5,11,14,9,15,12,28,15,20,8,10,17,34,10,19,18,13,9,11,20,17,25,16,12,13,7,9,13,9,21,7,11,12,8,12
"91",15,11,31,19,14,11,10,15,13,19,25,11,13,19,10,16,25,17,14,25,10,10,11,14,19,15,25,10,11,14,47,18,10,23,19,13,10,48,14,34
"92",15,11,9,10,12,12,11,11,18,12,13,12,21,17,15,19,17,11,12,27,10,16,6,10,15,14,11,15,13,16,16,19,9,30,11,12,15,7,14,17
"93",10,9,19,15,10,9,17,20,27,13,11,14,10,28,8,8,8,10,17,18,13,9,13,10,7,8,15,18,13,20,13,18,10,16,14,9,20,15,9,18
"94",10,14,13,13,10,11,10,9,13,14,12,13,10,12,13,20,27,194,9,13,17,11,190,180,10,13,9,13,22,12,8,9,8,29,8,11,12,18,14,16
"95",18,8,16,58,11,18,11,19,16,10,22,13,24,14,24,55,9,10,9,11,12,20,21,9,10,14,22,10,20,19,22,8,10,16,19,20,23,22,20,21
"96",7,12,17,18,13,15,76,10,13,25,17,65,11,23,16,10,13,10,64,13,64,18,20,12,8,10,22,8,10,17,17,29,10,24,7,11,10,10,9,18
"97",18,28,35,13,21,13,23,65,26,65,10,13,18,20,8,11,13,19,18,11,33,16,32,21,22,35,14,24,17,15,31,14,18,21,25,20,20,15,8,30
"98",16,12,10,9,18,11,11,15,13,13,14,11,16,14,9,42,8,13,11,9,12,17,15,10,9,13,15,20,11,10,8,14,14,17,9,14,39,13,10,10
"99",9,15,7,16,13,19,16,10,15,10,8,14,10,14,13,11,17,9,18,18,7,8,9,8,12,11,9,16,7,29,18,16,29,17,11,11,8,10,16,17
"100",16,15,8,35,10,19,16,18,9,10,17,14,9,15,10,12,11,37,8,12,11,12,12,17,16,13,14,13,8,17,16,12,14,17,11,10,14,16,18,12
"101",9,16,12,11,14,14,13,16,16,16,14,42,8,19,13,12,59,55,17,14,10,18,14,18,11,21,11,11,19,14,21,15,10,16,10,16,20,12,21,11
"102",9,75,14,9,13,13,9,24,27,12,12,10,45,29,15,9,20,20,9,24,23,78,27,13,15,25,11,14,13,25,13,14,12,13,10,10,15,19,10,29
"103",11,14,18,18,12,15,16,10,9,10,10,20,9,12,21,12,14,15,9,13,11,7,18,12,17,10,15,9,12,14,9,23,18,45,17,45,20,16,12,10
"104",16,11,17,13,10,10,14,13,13,14,7,21,12,15,54,12,31,12,17,106,10,12,13,21,18,10,11,10,13,17,17,11,14,26,20,20,11,10,104,19
"105",23,10,16,11,13,22,12,11,31,26,11,30,11,12,17,9,11,21,26,14,11,10,9,33,41,24,33,16,10,23,12,8,9,46,16,10,12,21,12,13
"106",118,16,10,NA,16,16,20,11,15,13,9,13,9,193,11,11,11,31,11,9,49,28,10,11,129,26,17,11,12,44,8,11,10,10,11,12,10,NA,13,11
"107",10,8,8,11,12,10,7,10,11,9,13,12,9,10,9,10,10,11,11,9,8,9,38,8,11,13,8,11,9,11,10,31,9,11,10,11,12,11,12,10
"108",11,9,16,20,32,62,12,11,19,18,7,62,12,10,13,13,9,46,19,11,9,10,14,14,13,9,20,16,11,16,11,13,8,9,14,9,17,9,14,9
"109",15,12,14,15,11,14,13,13,12,32,12,24,13,52,32,12,36,25,24,28,9,9,20,13,25,10,22,17,16,9,9,11,15,21,15,52,10,14,8,13
"110",17,11,19,10,11,58,18,14,41,9,15,17,10,16,17,13,11,9,8,21,57,18,9,13,10,17,10,6,17,11,21,15,18,9,12,24,10,10,8,42
"111",8,18,13,10,9,15,34,14,26,12,12,14,389,10,17,9,9,14,14,383,14,8,10,14,10,10,9,10,9,383,14,17,9,13,11,16,10,14,15,18
"112",26,10,17,15,9,14,31,17,90,10,9,14,9,11,10,14,17,17,9,15,9,7,9,21,22,31,11,11,15,10,9,17,11,14,92,8,19,9,9,15
"113",16,19,17,30,7,8,17,10,15,18,13,7,14,11,12,14,15,13,10,9,10,14,10,13,16,17,8,18,12,14,29,16,11,17,10,18,19,12,19,9
"114",19,12,14,13,9,8,11,13,54,15,55,14,13,10,30,11,14,18,19,14,15,57,35,88,14,16,23,31,14,9,22,14,31,23,21,16,15,19,12,85
"115",15,352,15,10,22,12,12,24,15,19,23,10,22,26,18,70,14,19,14,12,10,12,13,12,9,8,10,25,11,352,12,24,10,12,11,13,9,14,16,13
"116",14,9,18,9,13,8,13,19,20,16,14,19,14,31,17,15,21,22,14,23,10,19,7,13,42,7,21,16,15,14,18,9,13,10,16,13,25,18,18,22
"117",22,12,10,20,20,12,46,19,10,22,14,21,16,11,10,19,8,14,10,13,14,14,18,17,11,20,10,24,58,22,22,20,18,18,20,22,22,26,9,12
"118",18,14,21,18,9,18,22,16,21,15,10,10,20,18,23,19,10,8,15,8,23,28,10,7,19,18,18,10,34,14,10,13,10,45,11,9,9,46,25,22
"119",11,11,10,18,25,13,15,9,10,12,29,13,18,8,30,11,36,235,23,8,11,8,249,10,26,19,14,14,244,13,20,19,12,14,19,18,15,17,9,9
"120",8,14,14,28,7,16,16,10,16,14,18,11,17,9,11,15,9,16,17,10,11,10,10,7,14,10,9,15,14,14,15,9,15,10,15,14,14,16,13,36
"121",11,14,22,9,10,19,46,17,18,7,9,10,21,7,49,16,10,8,11,15,11,8,21,10,21,10,21,39,11,15,8,9,22,15,12,19,9,13,13,17
"122",14,15,15,13,19,126,20,118,25,13,13,19,12,12,15,8,8,10,24,17,13,12,10,14,9,131,9,14,14,9,16,12,25,14,9,15,13,29,10,17
"123",12,14,10,11,16,8,15,8,35,13,34,10,11,9,10,9,9,16,57,37,17,12,8,34,16,36,13,12,15,9,14,58,14,10,14,15,14,14,13,10
"124",11,16,20,23,44,17,14,9,24,15,39,17,17,19,25,11,25,20,28,9,15,23,13,12,12,20,12,15,11,10,16,8,24,21,9,17,23,42,18,14
"125",18,14,10,10,20,8,14,13,21,15,18,13,10,40,8,7,17,10,14,12,13,16,41,14,12,14,13,13,8,14,9,17,12,14,14,18,10,15,17,18
"126",9,13,11,13,22,9,11,14,43,17,29,14,24,29,13,12,17,11,13,23,9,8,12,20,14,7,27,12,26,9,16,46,7,10,12,9,12,15,10,10
"127",51,13,12,13,15,11,12,13,15,13,13,8,11,13,13,15,14,11,11,13,13,12,10,53,11,9,8,12,11,10,10,12,10,12,15,10,11,14,15,14
"128",13,14,11,22,14,11,17,13,15,17,9,15,20,20,18,9,11,10,15,49,11,14,16,14,11,8,17,20,9,13,14,9,12,8,19,52,15,19,14,11
"129",32,44,13,31,25,18,15,13,27,24,25,51,40,11,25,21,13,52,9,10,60,13,12,13,10,19,11,12,16,26,9,11,22,13,24,30,12,12,16,11
"130",20,13,15,16,16,12,17,30,14,13,18,20,12,8,20,7,13,22,10,9,11,15,16,21,13,9,11,19,15,15,23,17,10,29,19,14,19,15,13,9
"131",16,36,13,15,2,15,49,9,11,28,9,11,12,11,14,8,9,20,25,35,11,11,8,16,32,8,17,14,30,16,11,14,8,45,14,13,35,13,12,10
"132",15,12,9,19,10,15,16,12,16,15,17,9,16,10,9,7,13,8,34,11,8,9,11,12,14,38,23,6,45,10,15,11,16,8,11,16,12,13,9,8
"133",26,7,20,24,9,11,24,20,29,13,15,41,11,21,11,10,23,14,16,11,41,74,13,11,11,15,19,27,16,22,9,12,15,12,20,16,22,14,8,82
"134",10,9,103,9,14,10,13,18,100,8,9,11,11,23,10,20,10,14,15,9,10,14,12,9,18,41,11,15,9,14,8,13,13,16,20,15,12,23,16,12
"135",18,15,13,12,13,12,10,15,10,8,13,8,11,19,12,12,12,19,9,9,31,18,22,16,14,13,11,38,11,17,15,9,9,19,12,39,12,12,11,11
"136",21,11,20,10,11,38,18,21,21,13,19,11,24,14,12,26,14,28,14,10,26,13,17,20,17,20,31,7,35,11,18,17,20,20,12,19,14,24,11,11
"137",11,11,11,9,9,11,9,8,13,14,14,14,18,16,14,15,14,14,11,11,11,12,7,9,15,36,17,17,36,12,15,13,13,9,13,9,13,11,16,9
"138",11,9,19,37,10,9,23,10,10,10,35,11,12,9,15,11,22,10,14,11,11,24,10,12,15,11,8,10,11,32,12,8,11,12,17,17,8,25,10,11
"139",95,11,13,12,13,11,10,35,10,17,12,10,16,10,8,15,17,76,16,12,13,14,14,16,97,12,8,13,27,8,9,18,16,11,10,18,12,10,9,17
"140",22,22,9,9,10,18,9,22,21,65,14,23,16,16,8,16,13,11,12,20,40,106,14,14,12,25,19,10,35,10,35,22,39,10,22,108,17,17,85,14
"141",17,9,17,17,8,9,18,9,17,16,15,11,14,16,19,12,12,8,10,15,14,12,12,19,7,10,15,12,13,16,11,18,13,27,26,17,13,15,10,9
"142",16,11,13,16,11,15,44,16,19,10,17,15,15,13,58,11,13,10,17,9,10,12,14,12,8,9,18,19,14,18,19,10,9,17,16,18,12,16,14,9
"143",16,18,17,13,13,16,29,24,14,14,27,17,11,11,12,29,17,11,13,21,23,16,14,16,10,21,14,14,17,22,16,30,28,12,14,8,36,NA,25,NA
"144",16,12,11,20,15,16,29,14,29,12,45,7,12,17,15,12,15,18,47,25,17,13,25,14,14,19,16,10,15,8,11,13,12,16,13,11,16,17,31,11
"145",9,26,35,18,20,78,17,10,7,9,13,11,11,10,32,11,13,12,13,10,28,13,12,18,11,9,20,7,10,19,15,82,13,24,33,24,21,22,14,7
"146",9,17,9,17,24,14,12,11,9,27,10,11,15,19,16,17,14,13,26,12,30,10,13,12,17,14,9,8,17,9,13,20,21,14,8,23,21,10,14,7
"147",11,3,11,10,12,26,12,10,10,13,13,9,13,11,8,13,11,10,10,17,9,10,17,15,13,15,14,9,11,8,12,10,9,12,14,14,9,25,9,12
"148",14,16,12,12,15,14,11,89,16,14,10,13,9,14,14,13,21,13,10,9,160,21,17,9,20,11,9,20,13,17,10,18,19,9,156,14,16,8,19,12
"149",13,20,12,17,101,12,12,14,9,18,18,16,21,49,16,13,9,8,14,17,8,8,18,9,17,20,19,11,16,7,24,12,14,11,11,9,100,9,17,13
"150",17,16,14,8,9,16,13,14,9,16,10,30,14,15,12,11,8,12,13,19,8,11,30,12,10,8,12,15,18,16,15,11,14,8,18,10,9,9,9,13
"151",14,10,15,17,16,11,16,13,14,31,14,10,8,11,16,32,13,15,14,16,13,17,15,9,22,11,9,10,17,11,11,15,19,18,20,13,19,12,20,16
"152",8,10,20,14,9,9,7,12,11,10,13,10,15,22,46,37,10,65,17,16,33,37,12,12,13,32,10,13,11,19,18,9,34,54,27,9,10,28,23,22
"153",10,10,9,12,11,14,14,17,18,38,10,19,12,16,11,11,17,10,12,10,14,13,18,15,10,9,11,19,12,9,13,13,17,19,16,10,39,9,11,10
"154",17,10,13,17,14,9,12,16,12,9,16,16,17,13,9,13,29,31,13,17,18,13,8,11,13,15,10,8,14,18,13,12,13,15,10,12,17,11,10,16
"155",30,10,12,11,26,28,17,9,31,19,26,NA,20,23,11,15,18,14,14,10,18,NA,14,13,11,29,8,11,14,10,16,10,10,8,18,14,10,13,15,12
"156",14,46,15,25,14,15,46,11,22,26,22,11,12,14,22,9,13,20,25,13,12,8,21,10,22,16,10,19,9,23,20,24,13,11,22,16,12,15,11,17
"157",22,11,17,11,7,12,27,11,27,11,32,13,27,14,19,8,13,7,46,11,14,15,12,9,12,18,20,15,13,13,8,11,10,32,45,13,30,26,26,28
"158",13,44,11,20,12,15,15,29,NA,12,10,39,17,31,9,36,18,9,37,13,9,14,12,8,9,15,12,9,11,14,NA,19,46,33,18,11,13,36,8,45
"159",35,22,18,19,40,10,17,11,28,23,30,13,36,24,80,18,18,11,11,9,10,91,11,9,9,12,73,10,16,8,12,9,12,14,89,19,10,8,9,11
"160",15,15,12,20,11,10,19,13,101,13,13,8,15,8,9,27,9,14,14,13,21,21,16,16,29,13,12,23,12,22,14,31,105,19,24,89,9,11,9,12
"161",18,22,11,19,11,20,11,12,11,9,8,17,11,60,10,15,95,41,14,37,8,10,14,10,57,11,16,18,15,9,11,12,10,13,25,20,14,13,94,24
"162",17,13,29,18,22,21,28,20,25,60,9,18,16,23,15,24,17,11,9,13,21,30,10,33,15,21,17,16,61,36,11,14,15,17,18,13,7,11,15,17
"163",11,8,11,24,19,51,52,11,9,29,15,11,13,22,9,16,14,15,10,27,21,21,11,11,14,20,9,18,8,10,10,11,21,7,8,9,9,23,8,22
"164",10,12,22,17,12,12,15,13,19,11,51,18,19,19,17,11,11,10,14,12,14,16,10,59,10,25,11,12,13,13,22,17,10,15,15,17,17,13,11,21
"165",10,67,14,15,12,15,16,16,8,18,12,15,14,13,10,481,19,17,40,14,10,10,13,15,11,15,16,13,17,16,11,10,11,9,14,17,11,12,11,18
"166",10,13,12,10,24,39,10,21,15,12,20,10,10,21,22,8,8,9,8,18,19,10,23,42,9,17,12,22,12,11,11,23,11,10,19,12,19,11,15,18
"167",8,20,11,56,17,20,11,23,15,15,20,14,13,17,67,12,12,15,21,9,11,8,20,68,12,17,51,17,12,14,12,20,20,19,20,21,15,11,15,20
"168",20,11,9,11,12,15,16,11,19,12,10,18,8,24,16,17,20,13,21,18,11,38,9,16,22,23,10,10,9,7,11,11,24,9,37,19,13,10,13,21
"169",17,11,9,52,14,13,19,14,11,9,16,24,17,8,29,10,17,11,14,48,16,19,21,21,18,22,9,15,11,15,23,23,8,14,15,38,14,13,13,14
"170",7,10,56,13,9,9,14,14,11,13,36,426,39,10,31,13,9,34,9,16,10,13,13,19,11,12,14,9,26,21,32,10,418,20,20,17,9,10,9,430
"171",22,19,10,7,14,23,13,17,10,31,8,27,18,9,20,62,9,11,74,28,18,16,23,21,19,9,12,27,19,26,8,17,9,22,11,11,16,11,12,28
"172",13,9,18,13,21,10,12,12,10,9,17,8,8,9,22,345,12,18,10,10,11,12,11,95,20,14,22,9,11,9,9,10,314,9,41,15,12,15,9,19
"173",9,10,49,15,16,11,42,14,23,12,17,13,16,11,12,11,12,12,11,23,15,11,19,13,11,12,30,21,15,22,12,10,33,11,14,20,16,48,15,14
"174",11,8,9,54,11,13,14,13,10,17,12,10,21,36,32,18,9,19,13,14,12,9,15,12,55,43,10,12,12,13,11,38,12,11,8,15,14,11,9,10
"175",9,11,8,16,12,10,9,12,12,7,13,8,23,10,8,11,12,10,14,20,12,7,14,10,16,12,20,11,11,12,19,8,21,15,11,16,60,64,19,12
"176",18,9,10,9,22,27,10,16,13,13,102,9,12,17,9,13,23,23,9,19,25,12,10,12,10,8,9,22,14,8,9,8,26,8,19,9,10,68,15,105
"177",14,9,15,8,9,14,16,10,14,10,13,10,12,11,10,9,10,486,14,10,10,11,18,18,10,18,17,10,15,9,14,8,10,18,NA,9,14,10,13,9
"178",11,11,9,8,30,9,9,8,17,9,16,10,16,18,17,13,19,14,21,20,21,16,19,6,7,16,8,9,17,8,17,10,18,25,10,21,11,16,7,11
"179",12,14,10,10,15,10,11,9,11,9,54,11,10,10,16,9,15,10,12,18,16,130,14,12,18,18,12,10,14,15,NA,26,13,11,8,20,310,10,14,13
"180",14,17,10,8,9,10,15,9,12,15,10,11,14,77,16,16,11,10,12,6,14,12,8,19,8,17,15,13,12,17,14,16,9,49,10,36,74,65,9,20
"181",17,25,11,16,12,9,10,17,26,8,8,13,12,24,26,22,10,10,22,7,12,50,19,16,15,12,11,22,10,37,10,13,23,13,23,17,19,11,11,14
"182",8,13,9,36,12,9,8,16,43,48,15,7,11,16,25,36,25,17,10,7,9,15,48,9,21,8,10,12,14,8,10,8,10,17,17,44,10,13,13,16
"183",9,15,7,18,12,9,17,10,83,13,14,16,11,15,17,80,14,17,9,10,18,12,18,14,13,22,12,9,14,11,8,14,11,16,10,23,14,10,14,14
"184",19,12,17,14,9,20,30,14,20,9,13,48,19,63,19,9,10,14,14,20,11,10,9,26,16,15,18,15,25,62,15,16,12,27,9,22,11,11,13,14
"185",11,8,14,20,30,46,16,10,12,23,13,23,10,14,29,27,22,43,18,12,19,7,27,10,23,11,9,8,10,10,15,21,11,11,9,9,32,16,12,13
"186",11,10,22,12,26,13,15,9,22,9,20,24,24,14,20,10,9,13,19,13,22,13,13,15,37,18,16,22,17,13,11,7,16,12,23,21,11,13,35,24
"187",12,16,13,12,14,14,7,14,31,12,12,11,10,11,10,10,12,10,12,17,125,9,15,9,25,14,13,9,9,11,10,9,13,12,78,10,124,9,17,15
"188",12,12,12,52,10,8,16,15,17,47,13,11,9,16,9,13,18,16,10,50,20,12,14,20,13,25,13,26,9,21,18,9,9,7,9,40,15,12,13,8
"189",26,12,12,8,15,26,17,18,11,11,10,14,44,9,8,25,17,11,19,15,13,9,18,25,13,12,16,16,10,47,15,10,10,12,12,14,11,11,15,14
"190",14,13,11,11,11,14,15,8,14,9,10,12,14,14,14,10,36,11,11,14,14,13,12,8,9,11,14,13,13,16,14,9,14,13,12,10,8,14,11,39
"191",9,18,35,11,11,12,25,10,9,18,15,10,11,19,10,106,99,12,32,14,16,18,19,8,50,13,82,9,10,24,9,16,17,11,12,16,17,12,18,9
"192",11,13,13,8,9,20,10,10,17,14,61,21,18,13,7,12,22,9,9,54,19,10,23,10,20,19,23,9,20,28,12,10,25,11,10,9,11,13,15,9
"193",12,19,9,22,15,110,18,25,19,22,122,13,12,20,9,10,14,222,11,10,10,9,11,30,9,15,10,17,10,12,11,54,21,17,25,9,16,8,19,11
"194",18,23,12,11,9,12,16,13,23,13,13,12,12,9,26,13,15,9,17,13,14,13,11,13,12,18,13,8,132,18,12,12,10,12,12,19,12,17,12,135
"195",15,15,8,14,12,29,12,64,14,14,8,52,15,22,13,8,8,9,15,13,18,10,9,24,11,17,20,8,10,14,10,14,14,11,12,9,9,15,71,21
"196",17,12,12,13,11,12,10,14,8,10,25,14,12,15,8,14,14,9,13,8,7,13,19,9,16,44,12,9,15,19,9,16,9,12,21,8,8,11,15,45
"197",9,11,7,20,18,13,18,14,12,15,67,22,20,21,18,21,9,9,12,12,13,15,19,14,12,16,13,12,15,12,19,12,18,17,15,19,14,10,12,241
"198",12,12,10,13,12,12,12,17,17,16,12,12,12,11,14,18,10,13,13,14,14,11,45,12,2,12,16,16,14,16,12,14,12,8,11,14,10,15,44,11
"199",13,19,14,12,10,15,28,105,22,32,24,113,26,17,17,27,29,25,15,15,30,21,29,24,12,3,16,12,18,10,11,14,24,23,12,18,20,15,8,13
"200",17,11,13,8,11,17,16,20,22,54,10,15,19,11,107,11,20,15,9,14,22,18,10,10,26,11,9,28,11,18,15,26,10,110,10,11,9,57,8,73
"201",11,12,12,13,22,82,10,10,13,14,85,26,15,11,12,14,11,11,20,87,15,20,10,15,11,13,8,14,18,19,8,22,20,12,29,43,10,11,14,13
"202",10,12,17,16,13,17,18,7,17,14,10,11,8,41,16,17,16,21,13,20,18,9,12,18,19,14,14,7,20,35,9,15,10,19,18,18,9,20,11,16
"203",15,20,14,19,8,10,99,16,15,88,19,22,11,15,18,7,8,11,16,11,15,23,18,11,13,21,10,12,11,11,12,16,16,10,14,14,16,19,17,16
"204",27,42,18,24,9,39,19,17,11,13,41,20,22,8,18,56,62,9,15,14,10,21,21,11,12,17,19,14,20,13,13,23,19,18,45,26,19,30,11,16
"205",15,12,NA,8,15,7,16,9,10,9,17,10,17,13,12,13,30,NA,10,8,9,9,30,11,10,9,9,10,12,12,30,17,54,9,16,6,10,8,7,12
"206",17,10,8,8,15,18,13,18,9,13,14,16,17,14,40,11,14,8,17,9,17,15,38,12,14,14,12,8,9,7,16,9,20,14,15,10,12,15,15,16
"207",11,12,12,19,11,9,17,14,13,22,13,9,14,9,9,17,11,7,14,18,12,15,18,12,16,8,11,39,10,12,9,20,12,24,20,12,21,16,42,19
"208",11,10,15,11,8,13,11,14,12,18,10,8,11,10,32,20,13,10,21,10,9,18,9,9,9,14,18,13,32,10,13,16,8,8,11,10,19,19,11,19
"209",12,8,15,13,10,10,9,12,8,14,13,10,9,13,9,13,13,9,10,15,10,14,8,25,13,9,13,11,23,17,14,13,15,16,11,9,14,9,12,11
"210",11,7,10,13,10,17,8,10,9,174,11,10,15,177,11,14,14,8,16,18,116,21,8,29,26,11,15,11,12,20,16,11,15,29,8,22,148,9,11,8
"211",19,14,8,16,11,10,9,12,17,11,15,18,20,14,10,12,8,11,11,10,13,14,17,15,21,15,15,8,17,11,9,9,15,10,12,8,32,24,9,21
"212",18,11,17,9,18,19,23,19,18,13,13,22,13,12,12,12,12,14,11,16,11,21,11,20,21,13,22,43,12,42,13,22,22,12,20,10,18,9,16,10
"213",12,31,13,23,11,12,8,50,20,14,34,14,49,11,11,16,15,13,9,9,28,20,13,7,8,11,12,9,15,10,14,26,8,17,8,11,17,20,11,7
"214",10,12,20,13,9,61,72,75,14,9,15,12,8,16,16,15,11,9,8,14,11,9,12,13,13,9,16,13,8,10,19,17,18,11,10,15,61,13,11,8
"215",16,16,16,10,11,13,15,9,13,13,15,62,NA,NA,11,15,8,9,11,13,15,12,9,13,15,11,16,15,85,11,9,10,50,123,12,12,17,18,17,9
"216",11,11,15,37,120,34,8,25,104,22,15,11,16,22,15,7,9,10,12,10,45,8,18,11,31,19,16,14,25,11,13,118,13,17,27,19,23,11,14,10
"217",9,9,16,16,17,20,9,7,13,20,27,19,16,34,13,14,28,10,11,16,28,26,52,20,9,10,10,94,26,14,26,13,14,9,92,19,15,11,11,29
"218",38,11,22,11,21,9,33,10,9,8,17,11,9,12,10,27,12,13,14,11,20,13,136,10,16,13,11,12,128,10,14,15,11,10,138,43,14,28,12,15
"219",18,12,105,9,21,11,39,40,14,14,10,15,9,NA,11,22,20,37,37,8,14,8,10,18,20,16,11,10,205,24,12,23,26,12,23,13,12,19,17,18
"220",15,8,12,9,23,18,9,18,19,7,13,20,18,21,18,20,21,21,15,34,34,12,9,12,11,13,11,13,9,9,18,8,9,9,20,19,21,11,19,21
"221",11,17,16,17,20,11,17,16,19,21,29,23,13,14,129,20,33,18,22,32,11,12,23,33,15,136,18,34,25,22,19,11,32,13,10,21,12,10,14,19
"222",11,12,10,18,10,11,13,10,10,11,18,16,14,11,13,9,23,7,39,12,10,8,11,40,11,13,13,15,7,10,12,12,14,9,7,14,9,10,15,12
"223",34,11,10,11,15,12,12,10,17,17,16,18,8,9,11,14,13,16,11,18,16,17,11,13,11,13,15,18,11,18,8,19,30,12,14,11,11,15,9,12
"224",12,13,13,14,12,11,14,13,12,10,17,12,9,28,14,14,15,10,15,10,15,18,11,8,14,17,17,9,14,14,14,12,29,19,15,11,15,11,15,13
"225",17,12,15,13,13,23,17,12,14,17,13,15,13,49,16,9,9,17,11,13,14,9,13,8,9,15,18,18,16,12,12,17,17,49,17,17,8,14,13,9
"226",14,13,9,40,15,16,12,17,10,7,54,19,12,18,10,12,14,15,17,22,10,17,56,11,8,23,12,14,14,27,9,9,34,23,14,23,14,18,12,13
"227",11,18,41,44,17,11,10,18,13,8,58,19,15,86,23,12,11,128,21,9,10,30,8,15,9,12,92,10,12,20,28,34,17,19,16,10,19,118,10,10
"228",9,20,14,27,7,26,10,10,21,9,10,31,52,19,10,13,12,10,11,14,13,19,11,9,15,15,10,11,23,39,24,9,19,19,8,51,10,15,17,10
"229",10,19,15,22,19,13,30,20,12,9,11,11,14,31,25,23,18,8,32,51,13,12,16,15,12,17,9,20,33,8,12,13,26,14,16,31,30,65,32,19
"230",13,12,11,15,11,17,8,14,13,11,12,10,12,17,11,20,13,15,15,10,12,16,12,15,9,18,11,9,7,8,11,16,11,14,14,37,11,14,34,15
"231",9,266,284,282,10,21,9,19,18,16,11,25,18,15,26,11,24,20,15,17,25,21,10,18,12,49,14,22,45,28,15,41,12,12,13,65,9,24,14,13
"232",9,16,17,17,19,20,15,42,19,8,15,22,11,19,12,13,12,14,22,12,31,14,16,27,42,10,12,19,9,15,21,9,27,21,12,26,9,13,10,12
"233",14,9,18,18,11,18,16,14,16,15,10,10,13,15,16,16,10,17,12,10,16,10,14,14,11,11,8,14,12,17,33,15,17,13,10,18,15,37,8,13
"234",17,8,12,10,16,78,203,59,11,24,19,17,18,17,9,12,57,16,9,11,22,23,9,18,9,8,20,9,15,12,17,15,21,11,203,11,22,10,31,12
"235",10,15,21,17,29,20,13,46,9,14,29,13,22,41,27,11,9,10,10,26,34,15,27,15,10,13,15,9,12,9,10,10,11,9,28,10,12,10,15,13
"236",11,14,13,11,18,11,15,15,11,11,13,12,11,34,12,13,13,12,34,9,13,11,8,14,14,11,17,12,16,10,16,13,14,8,10,12,9,13,10,7
