"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"388",28,9,202,37,17,24,19,20,8,9,11,74,10,15,56,13,23,90,11,8,16,12,11,11,14,17,12,64,13,15,30,10,20,21,20,17,12,25,197,25,24,25,23,9,10,10,32,16,13,14
"389",54,11,17,20,15,11,18,10,16,21,12,15,15,41,11,69,18,14,11,19,10,158,240,9,14,30,37,211,40,21,249,24,12,22,40,15,12,7,7,19,11,12,20,13,24,28,138,25,15,88
"390",16,11,14,28,11,11,61,9,18,10,9,11,10,8,9,12,29,10,8,15,15,16,11,18,14,10,22,12,12,11,23,9,9,14,59,12,42,99,15,32,21,116,9,204,18,18,24,13,46,9
"391",40,22,10,15,22,14,13,20,91,8,11,12,9,12,11,31,11,13,13,9,17,183,11,14,11,10,24,13,20,19,16,7,23,15,163,12,16,9,13,39,50,61,16,33,14,14,15,18,23,13
"392",9,23,17,19,22,102,39,9,16,8,12,24,17,11,9,18,13,10,459,18,8,22,17,9,15,7,15,87,13,20,464,18,10,15,17,10,11,20,12,42,14,14,8,24,40,11,15,18,88,7
"393",13,14,24,9,22,15,19,19,14,8,55,22,14,35,8,22,13,14,25,41,9,NA,10,13,21,12,NA,17,NA,15,9,19,12,12,180,9,143,13,17,23,13,9,10,32,10,9,13,12,43,23
"394",34,8,13,12,12,135,24,22,185,23,10,15,14,10,23,18,14,9,21,8,17,19,22,23,10,14,30,8,19,8,17,61,10,16,8,14,20,10,20,9,145,17,133,32,43,17,26,18,13,8
"395",23,10,10,16,21,21,15,15,173,62,20,13,22,10,11,13,10,12,13,12,19,13,9,10,13,37,15,8,178,15,13,9,9,20,9,7,20,16,24,7,16,13,224,20,9,10,9,19,11,81
"396",14,18,10,28,8,13,17,31,14,9,29,19,11,11,18,16,16,10,16,17,24,15,22,41,20,15,11,14,8,28,11,21,13,344,23,14,101,10,13,12,91,121,27,8,18,15,14,156,69,21
"397",NA,NA,NA,NA,43,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,10,NA,NA,NA,13,NA,NA,NA,46,NA,NA,NA,10,NA,NA,NA,NA,35,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",14,10,16,15,13,26,228,24,7,13,9,9,39,26,12,28,35,26,195,11,13,10,10,9,17,10,23,12,186,12,24,209,20,38,16,20,15,13,11,20,15,34,9,21,189,13,13,10,15,27
"399",373,9,22,8,13,32,12,392,12,18,23,383,14,17,10,11,22,14,15,33,16,18,10,21,18,57,12,23,264,19,20,94,345,12,9,15,17,27,16,7,11,12,54,14,36,11,20,12,43,18
"400",9,85,20,16,9,12,30,136,142,8,9,15,12,10,12,16,14,9,16,10,12,10,9,18,10,56,24,26,10,15,17,12,119,16,13,122,10,20,15,18,31,10,10,9,9,16,73,11,25,10
"401",18,9,88,7,36,10,11,93,15,13,12,10,20,9,12,13,96,11,21,16,44,16,10,10,12,13,10,17,11,9,9,14,14,12,10,7,68,28,39,17,14,8,29,25,41,11,8,97,10,9
"402",16,23,18,11,13,7,8,7,9,19,61,8,13,11,52,18,17,10,12,13,14,14,13,11,57,9,11,14,10,7,11,8,8,25,13,58,64,11,8,16,25,10,10,14,16,10,15,10,9,14
"403",30,10,83,82,18,11,11,17,23,34,11,11,10,10,13,11,27,9,NA,13,21,17,NA,14,13,15,302,14,28,19,14,28,24,11,11,10,NA,26,13,10,9,10,23,20,17,10,16,16,12,18
"404",27,44,23,21,229,8,22,11,12,9,45,10,11,19,21,12,19,17,41,55,11,41,34,10,8,8,39,12,12,15,14,13,19,23,10,11,23,26,23,16,17,13,18,112,11,18,NA,13,25,28
"405",7,12,19,73,34,8,31,16,34,26,90,18,19,16,21,13,24,38,163,11,26,26,12,11,31,14,17,16,10,165,10,22,10,29,14,34,18,34,15,76,15,156,15,7,15,8,37,9,35,14
"406",255,16,69,61,9,235,22,129,40,70,9,20,16,14,78,11,10,25,12,10,10,16,10,15,18,12,14,14,13,9,13,11,13,14,10,17,27,11,9,10,14,12,24,169,11,55,12,8,14,23
"407",8,16,13,10,15,46,NA,16,9,14,14,9,9,328,13,12,17,11,12,14,10,8,15,70,40,30,NA,11,19,10,10,121,7,22,7,NA,9,11,7,11,19,9,8,11,12,10,14,14,28,20
"408",26,9,14,18,10,16,13,11,19,14,10,10,92,12,NA,15,10,25,48,34,14,10,26,19,15,26,35,100,84,14,31,36,461,285,267,10,80,13,18,246,252,86,34,17,18,11,14,14,17,11
"409",15,12,15,12,18,18,22,8,16,30,24,13,12,9,16,18,12,15,173,83,10,211,19,15,17,19,11,13,18,19,129,18,12,13,18,17,10,16,43,21,14,15,22,16,17,14,14,25,8,10
"410",NA,12,NA,39,NA,7,NA,22,NA,NA,NA,NA,18,13,8,17,NA,6,NA,15,NA,8,13,NA,NA,NA,NA,NA,NA,9,11,20,NA,16,20,NA,18,12,NA,NA,52,9,NA,10,NA,NA,14,NA,11,NA
"411",13,15,206,20,16,9,11,16,13,18,20,10,9,13,13,144,11,29,26,9,37,12,16,9,9,8,26,481,29,63,18,15,11,12,32,12,15,27,24,11,20,9,453,19,15,15,18,16,458,27
"412",11,23,21,28,17,14,22,22,15,74,10,10,NA,11,17,NA,26,23,16,12,17,20,NA,12,10,14,10,17,9,11,17,34,NA,19,63,NA,21,8,21,18,16,5,13,19,27,NA,101,10,212,21
"413",39,45,22,24,9,32,13,31,11,30,23,19,12,27,14,10,24,25,17,11,19,12,37,18,19,15,9,19,23,13,28,23,12,13,13,11,18,11,16,14,13,22,31,15,15,34,24,7,9,10
"414",NA,15,12,NA,16,7,NA,11,NA,14,18,41,11,15,NA,12,166,12,9,NA,25,NA,16,10,NA,9,NA,15,14,28,NA,32,NA,11,12,38,11,9,11,7,27,NA,13,33,82,NA,13,17,15,NA
"415",36,19,9,10,137,15,15,16,11,13,9,55,28,12,NA,18,14,14,95,8,10,26,15,14,16,44,65,23,8,13,23,15,28,428,NA,14,18,18,11,21,8,11,15,11,9,14,13,28,9,22
"416",21,189,13,11,163,22,51,15,11,16,10,37,16,12,17,12,16,19,189,191,15,8,22,11,11,21,11,17,287,10,24,36,11,14,17,8,13,7,8,19,295,229,18,16,25,11,17,11,15,9
"417",19,12,20,11,16,9,388,22,9,20,29,11,9,15,19,23,13,13,13,13,8,8,11,24,14,395,368,10,12,18,9,11,10,9,13,407,11,13,13,17,13,11,14,16,28,14,16,17,15,15
"418",15,NA,11,9,14,13,10,11,17,12,18,17,19,18,19,13,22,NA,26,16,16,17,NA,15,99,14,19,16,14,12,18,10,21,13,20,13,8,12,8,10,9,16,10,NA,12,13,13,9,15,15
"419",16,11,24,16,11,9,40,18,11,13,16,18,13,34,30,13,11,86,13,11,9,14,28,23,15,20,9,20,14,9,12,15,33,27,37,NA,8,16,15,22,35,NA,13,26,75,22,20,11,9,11
"420",15,47,8,20,18,16,13,11,19,24,10,19,11,19,22,14,13,9,13,10,19,29,13,14,25,9,7,21,21,9,17,64,10,17,18,16,15,53,20,6,10,12,41,23,10,11,56,21,10,17
"421",31,14,20,15,20,15,39,119,17,NA,9,33,11,29,31,12,11,12,16,34,28,31,12,10,9,10,45,12,NA,37,27,40,13,12,35,34,12,30,NA,11,18,40,46,22,14,9,10,10,28,22
"422",38,10,13,101,13,17,125,22,35,14,13,9,10,13,12,8,16,121,8,27,24,21,11,31,16,19,25,9,12,29,17,129,33,14,33,9,23,14,30,13,9,19,35,21,21,13,39,18,9,10
"423",19,14,15,13,28,23,18,11,31,41,14,14,38,11,14,29,39,13,78,15,43,8,15,12,14,14,13,14,98,15,11,37,91,30,23,10,12,26,99,12,11,9,12,69,26,25,18,18,14,15
"424",159,13,62,13,25,12,17,26,7,9,12,38,455,68,18,11,37,14,15,26,11,105,43,9,9,227,15,11,13,29,11,11,8,18,34,254,19,12,34,49,31,34,12,11,11,13,31,481,11,38
"425",9,81,9,14,20,10,50,15,10,14,31,23,12,39,9,56,18,31,65,28,18,10,9,13,18,11,15,9,20,32,16,60,15,9,12,9,9,10,24,10,21,11,11,27,15,10,47,10,80,79
"426",22,12,19,161,11,26,43,21,13,32,85,14,25,14,11,135,17,7,13,27,39,134,20,16,8,13,19,122,11,12,15,11,14,17,30,27,20,13,23,102,27,15,12,21,13,9,15,11,21,9
"427",23,14,97,20,10,55,142,25,13,48,84,12,15,53,61,18,135,12,14,116,8,54,31,10,17,18,25,11,51,12,19,29,20,11,13,20,56,14,54,11,19,48,7,13,25,103,10,11,35,13
"428",19,21,15,162,121,11,11,15,21,15,7,11,454,10,18,14,9,15,13,10,41,15,9,14,78,16,13,15,13,17,13,8,19,15,9,37,17,7,141,13,455,16,17,13,17,10,28,16,11,28
"429",29,26,12,31,33,13,38,11,12,37,8,15,21,23,27,36,36,35,10,10,34,15,39,51,29,26,16,22,19,10,23,37,34,166,11,13,60,144,15,51,19,11,154,9,10,14,151,54,32,18
"430",105,14,23,23,16,24,14,26,12,21,22,69,9,14,15,16,21,13,29,21,28,57,12,119,18,15,26,11,18,40,16,14,18,10,14,20,119,8,108,27,18,17,9,10,12,14,12,24,18,34
"431",68,92,27,9,9,33,8,31,9,27,11,10,18,120,9,30,9,25,9,13,21,12,27,122,69,21,16,12,21,38,10,22,108,11,69,19,12,78,30,10,11,31,53,23,51,8,9,8,11,12
"432",12,12,26,13,24,19,84,24,20,11,12,10,9,16,13,10,11,41,16,14,14,10,21,85,10,10,13,268,13,356,15,11,18,13,18,221,25,22,18,270,38,14,15,17,107,16,9,28,14,13
"433",NA,15,NA,9,28,15,16,17,26,18,29,7,22,9,9,10,10,17,12,8,10,NA,16,8,15,NA,10,13,13,9,12,15,NA,14,37,13,NA,18,8,15,15,9,9,9,16,12,NA,11,12,13
"434",34,17,12,9,11,25,9,14,24,25,33,23,43,35,24,189,29,10,8,79,31,12,22,5,22,14,NA,10,325,21,19,10,13,26,15,18,11,14,185,42,11,27,21,28,NA,10,12,20,22,78
"435",12,33,8,17,19,12,11,24,12,16,8,142,11,11,14,22,65,13,10,7,14,15,23,12,47,9,10,146,447,139,439,12,25,12,11,42,17,20,13,11,13,11,45,12,17,17,19,19,290,12
"436",13,10,210,22,175,29,22,10,13,31,11,29,17,37,50,17,11,13,19,26,25,24,15,10,18,15,10,24,17,13,10,15,21,24,23,31,14,14,139,37,15,17,25,15,16,17,171,8,48,21
"437",16,18,15,15,13,18,23,11,39,10,15,13,11,21,13,24,11,9,9,22,10,21,36,29,10,17,12,28,20,24,10,14,15,17,23,8,27,9,41,44,20,31,15,22,9,27,21,19,17,13
"438",16,51,23,26,11,20,14,27,14,20,17,11,21,30,12,11,13,15,32,13,11,36,49,25,17,11,22,16,26,16,11,23,9,12,41,27,31,14,23,47,24,33,7,23,13,21,18,23,9,27
"439",NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,9,NA,NA,NA,NA,10,NA,22,12,NA,16,21,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,9,NA,7,NA,NA,NA
"440",15,18,12,17,21,19,24,21,33,NA,12,12,77,19,362,17,12,14,51,12,13,25,12,22,10,19,23,14,8,27,29,23,73,15,17,111,22,13,18,34,11,10,29,25,20,20,13,44,32,351
"441",18,19,10,22,8,21,19,31,22,15,11,10,26,22,11,10,34,11,NA,13,9,13,12,16,14,468,9,17,11,6,NA,18,26,188,12,11,10,19,12,21,57,15,18,23,17,9,17,11,54,10
"442",17,16,13,14,22,14,19,25,23,14,17,13,9,11,18,22,12,26,12,130,18,13,9,23,15,9,10,14,21,13,8,17,37,10,13,9,17,10,19,9,13,28,54,23,19,8,14,31,10,7
"443",19,9,15,10,15,16,26,14,16,21,15,31,18,13,9,18,85,12,16,9,11,57,81,20,16,8,7,8,10,10,18,12,11,11,78,9,18,17,15,23,14,12,10,9,13,18,11,19,48,16
"444",19,14,350,11,16,13,12,11,11,15,372,16,13,9,29,8,9,297,16,9,12,87,339,11,10,9,9,16,30,11,11,21,306,10,369,14,9,10,14,19,9,18,32,24,19,14,9,18,9,14
"445",14,12,16,9,16,24,13,56,20,11,NA,21,444,20,14,11,14,15,12,11,12,37,10,8,23,11,NA,10,11,19,14,10,12,48,21,33,25,10,29,429,29,10,21,NA,13,40,8,9,11,12
"446",11,60,14,11,9,10,14,9,16,8,10,25,17,13,12,9,13,29,10,12,14,58,9,11,13,13,15,36,20,9,14,8,15,14,16,15,25,8,47,43,12,14,14,10,60,13,19,25,13,9
"447",13,20,11,20,17,11,8,14,18,20,14,16,55,45,22,10,57,23,15,22,104,14,29,21,16,20,12,14,18,14,30,16,12,11,17,104,10,114,65,13,17,14,8,11,12,10,14,16,16,19
"448",NA,13,12,8,10,17,30,132,11,10,22,38,11,17,24,16,17,9,11,12,16,NA,485,41,36,11,NA,29,17,65,16,23,13,23,473,11,8,14,41,12,48,25,24,19,16,21,12,11,NA,49
"449",12,12,11,10,11,10,20,9,12,15,10,18,14,17,17,13,10,9,14,238,284,14,27,15,18,21,10,266,22,37,22,16,24,14,11,10,262,16,14,40,11,11,301,20,22,26,24,236,11,22
"450",9,13,13,12,13,13,11,8,294,9,11,34,9,24,16,8,13,17,23,271,13,18,22,13,32,24,21,20,18,11,12,199,11,8,19,23,22,284,20,8,22,16,12,10,9,35,13,30,9,13
"451",20,25,9,134,33,15,10,13,44,13,122,18,12,16,9,13,31,16,17,11,15,20,11,17,23,12,18,9,13,11,12,3,27,10,9,17,109,8,11,10,17,12,14,16,9,16,18,21,12,9
"452",22,12,19,13,18,13,20,12,13,477,10,9,10,19,9,11,16,214,46,16,143,17,10,24,20,12,13,14,12,153,9,12,10,12,14,14,311,11,35,24,23,372,22,13,12,14,11,21,55,10
"453",10,31,14,9,38,104,8,30,8,23,17,17,24,13,10,13,16,51,105,25,13,10,14,34,41,56,14,34,22,22,10,36,16,9,18,10,9,8,9,13,13,39,87,11,23,10,24,28,11,11
"454",19,97,26,8,266,10,11,NA,NA,17,16,16,10,10,57,13,8,22,11,7,19,12,NA,10,48,13,11,NA,22,10,10,19,19,NA,43,266,18,84,11,8,14,16,12,53,10,18,NA,12,73,16
"455",11,14,11,14,17,21,22,22,22,14,12,24,16,23,27,14,30,10,14,13,21,13,24,14,49,12,22,11,65,19,11,10,26,NA,67,19,22,22,16,16,17,61,24,14,16,20,13,423,15,12
"456",22,17,17,21,11,17,15,27,11,19,17,98,15,19,11,28,21,15,20,12,184,14,18,36,25,18,13,106,12,15,43,30,31,101,11,23,11,17,13,35,22,9,16,15,22,22,10,21,22,22
"457",11,77,24,19,16,19,15,38,9,9,10,14,85,10,33,18,21,16,8,22,87,17,10,17,24,11,31,9,36,9,9,12,31,32,8,12,143,168,257,17,12,22,9,18,10,217,67,39,NA,30
"458",NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,9,NA,NA,NA,NA,NA,11,NA,NA,10,NA,NA,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,9,19,NA,NA,NA,NA,NA,NA
"459",10,74,9,11,19,16,74,13,33,12,8,33,11,9,419,11,32,414,32,16,12,18,8,13,94,7,12,11,12,13,16,15,21,45,11,17,13,15,10,17,384,10,42,14,11,9,39,61,405,428
"460",15,24,20,8,16,36,10,11,44,14,19,31,16,23,21,15,24,10,22,23,12,8,139,19,17,30,12,16,11,10,150,24,35,12,27,15,10,24,159,15,10,27,9,14,22,16,36,12,13,137
"461",25,13,9,15,9,27,19,17,10,12,18,8,22,9,10,9,24,16,10,21,8,8,12,27,18,11,73,28,15,14,22,13,10,10,35,9,14,8,11,44,93,17,18,9,10,89,10,18,25,10
"462",14,12,21,15,9,12,14,13,21,11,22,12,10,9,227,8,21,14,10,9,16,13,10,12,13,25,9,11,28,12,10,9,10,11,11,234,14,11,12,10,338,11,223,12,21,335,224,15,17,331
"463",19,15,14,16,13,12,12,42,21,NA,11,10,17,27,334,40,9,16,39,22,12,12,36,8,13,11,20,16,39,19,26,17,10,19,22,10,NA,35,9,13,108,22,8,9,8,11,10,53,12,13
"464",12,39,10,34,94,26,21,28,34,10,29,13,23,24,20,24,187,26,8,18,23,36,9,50,25,13,46,203,18,420,44,13,11,38,21,11,17,422,415,31,35,9,7,15,10,25,62,17,12,23
"465",21,8,23,12,25,9,15,17,14,56,11,26,13,20,16,24,10,20,14,17,17,9,9,22,17,21,9,23,8,45,32,9,23,12,9,18,64,9,60,20,11,23,16,17,17,19,21,14,9,18
"466",9,14,18,14,16,10,28,17,13,9,20,13,19,10,9,14,11,148,25,17,52,18,10,22,NA,16,177,12,13,11,23,44,15,10,13,17,62,346,13,24,198,169,31,28,15,14,11,17,9,33
"467",24,21,65,17,10,31,33,14,13,13,20,12,13,31,18,13,14,14,15,129,11,128,20,13,14,8,17,13,14,15,11,11,15,20,12,7,21,17,136,27,133,24,17,17,15,21,23,25,9,45
"468",10,23,20,31,19,31,140,12,20,27,16,12,12,26,27,24,30,34,13,28,12,23,26,10,19,33,9,28,119,128,37,14,30,10,22,10,27,16,12,16,31,8,100,19,19,12,12,13,11,10
"469",12,30,18,25,32,26,10,17,54,24,20,11,18,418,19,16,11,25,35,11,94,75,15,10,31,7,25,12,16,14,42,14,8,12,113,19,23,66,15,28,40,44,45,381,14,18,19,19,12,15
"470",11,12,9,12,15,12,8,19,66,11,11,87,23,16,20,8,28,22,12,14,11,11,22,34,13,18,15,28,78,12,12,65,31,23,14,24,11,41,9,11,10,28,18,9,9,18,89,17,14,13
"471",17,8,20,153,18,14,20,18,11,99,21,13,14,15,16,9,162,17,12,13,12,14,16,14,12,25,12,12,16,11,14,11,11,16,13,14,11,15,15,13,9,12,20,10,12,8,21,12,10,8
"472",11,38,18,9,16,9,38,29,10,32,8,22,19,64,11,9,71,7,83,10,12,9,9,10,16,25,23,91,39,14,82,12,14,16,25,15,30,34,14,26,18,13,12,9,22,24,50,18,27,10
"473",16,10,NA,32,12,138,29,24,21,10,NA,15,15,11,9,13,17,11,36,14,12,NA,12,36,122,8,122,30,6,14,18,70,22,11,13,13,34,16,51,17,34,14,11,17,17,12,56,56,28,69
"474",15,11,18,481,9,20,47,13,8,10,21,10,12,53,NA,8,26,16,7,12,11,15,13,14,14,17,51,10,17,28,13,8,NA,29,13,11,10,19,27,24,16,21,435,10,15,8,13,21,9,NA
"475",10,12,32,22,9,9,26,101,15,10,26,13,29,19,12,10,10,11,12,12,109,18,15,52,32,8,10,26,12,10,9,14,13,35,9,17,21,21,11,17,21,14,20,104,12,9,22,19,7,23
"476",12,9,18,17,168,13,15,15,10,9,11,18,13,19,12,41,14,10,10,12,14,158,26,54,20,21,340,13,25,20,34,47,14,11,11,17,21,11,30,11,178,12,27,13,37,18,11,15,16,18
"477",23,198,19,14,15,11,11,12,183,9,55,15,15,15,16,13,16,15,9,9,206,12,11,25,17,24,16,13,9,12,8,36,15,37,11,23,28,38,24,13,13,188,13,13,24,56,16,9,22,11
"478",19,9,13,9,11,13,39,19,9,16,14,11,10,21,11,15,10,13,480,14,12,20,10,19,11,21,9,32,41,19,9,18,15,13,10,220,131,10,38,14,11,485,16,12,18,13,82,488,10,12
"479",11,20,12,13,29,67,15,12,10,19,9,31,10,10,26,17,9,16,28,16,11,26,16,10,17,10,26,59,17,19,12,15,14,13,25,55,18,12,51,28,14,10,26,24,12,15,28,12,38,23
"480",344,11,10,240,57,51,16,14,10,76,14,19,9,230,9,15,36,16,11,16,8,15,15,181,12,10,16,11,10,10,12,154,9,18,14,18,46,43,10,31,11,45,35,36,8,12,21,18,27,54
"481",13,37,30,14,30,18,14,17,87,22,25,15,13,83,12,15,31,6,21,75,14,9,18,53,18,14,11,20,16,8,8,9,11,15,79,28,25,19,28,13,13,17,56,19,10,9,11,42,12,23
"482",15,9,10,15,12,10,14,11,44,9,33,11,9,10,25,11,8,20,11,16,11,17,8,10,15,11,15,10,8,9,12,42,11,12,11,12,7,13,12,15,8,8,30,11,13,47,39,10,8,21
"483",NA,13,8,43,15,14,20,24,NA,9,17,NA,14,12,14,14,9,NA,8,NA,10,15,9,17,14,17,17,10,NA,8,16,8,11,12,9,118,18,9,11,8,16,149,8,14,17,NA,14,11,NA,14
"484",13,11,35,9,27,9,20,12,11,15,8,17,24,11,12,15,9,24,12,19,9,12,131,12,125,20,15,9,9,14,25,8,14,9,33,128,17,57,10,35,62,14,9,28,35,8,12,26,14,15
"485",13,54,12,10,74,10,11,14,25,11,17,298,337,25,25,14,14,12,10,20,15,9,13,10,16,11,10,16,13,27,8,11,69,13,15,18,10,14,319,23,15,11,9,13,31,14,266,11,13,15
"486",33,19,26,40,13,352,8,208,17,14,24,11,12,192,9,10,22,42,NA,13,12,28,21,16,17,18,347,23,12,16,44,29,35,10,15,14,19,12,9,12,9,NA,42,22,16,24,13,23,20,15
"487",20,20,22,19,13,9,15,56,13,11,35,NA,27,53,43,8,28,7,11,12,12,22,9,9,14,NA,10,12,13,59,8,8,12,23,16,14,26,7,13,66,42,58,25,16,14,17,19,71,18,12
"488",29,141,40,19,11,11,117,34,12,110,23,18,25,33,10,34,13,37,23,39,36,18,19,11,52,13,26,17,12,14,35,17,10,130,15,35,26,9,19,9,22,11,14,109,12,49,10,8,16,25
"489",20,9,46,47,8,63,10,8,8,66,41,13,21,9,8,49,9,10,13,12,60,13,14,9,15,10,25,8,10,15,14,9,14,9,18,12,10,32,14,12,10,17,14,24,12,13,15,16,11,9
"490",35,64,37,12,10,425,13,20,32,7,7,11,21,10,122,15,9,14,11,15,35,10,17,19,NA,33,20,18,12,15,13,8,241,15,11,415,12,18,18,114,35,14,33,185,13,12,18,9,28,24
"491",50,19,57,12,17,19,23,33,13,13,15,9,10,14,9,33,30,16,22,18,20,17,14,16,17,27,22,22,21,17,9,9,17,35,59,17,19,14,15,9,21,22,10,16,15,17,12,16,13,20
"492",14,14,34,340,15,14,343,10,20,11,9,12,9,8,9,13,14,58,9,11,10,14,272,22,40,13,13,20,154,193,24,14,30,10,22,19,32,9,22,22,24,14,27,41,21,15,11,10,10,24
"493",24,20,17,18,22,18,27,22,18,11,16,27,44,35,23,27,14,19,15,17,22,11,11,27,36,27,11,35,10,9,28,15,11,25,119,27,401,16,26,25,134,368,39,11,16,15,25,27,29,45
"494",14,32,18,16,12,11,17,15,77,12,14,82,19,11,13,86,24,146,28,18,16,10,12,11,15,57,20,74,28,15,145,14,13,14,22,9,12,20,12,9,19,12,22,17,18,22,15,20,11,29
"495",44,10,31,16,12,29,15,11,120,11,101,15,19,20,9,14,403,13,30,15,13,12,9,8,8,27,11,10,20,398,7,15,17,16,401,10,11,8,10,111,12,8,14,14,8,8,25,52,19,23
"496",11,8,17,18,10,108,11,12,24,30,14,11,17,24,11,9,13,10,10,18,10,19,10,11,21,19,106,13,15,24,10,11,12,24,31,80,18,15,99,15,21,58,11,102,15,10,9,19,23,24
"497",14,19,15,13,12,10,10,19,110,13,10,81,12,12,15,15,11,12,15,9,29,18,11,25,12,18,21,35,16,12,10,28,14,14,10,9,90,65,99,11,10,22,10,14,113,11,11,25,9,19
"498",11,14,20,24,18,10,48,21,15,30,12,28,18,136,7,203,10,55,19,32,161,23,15,15,37,19,16,25,20,15,9,13,24,13,9,9,19,179,14,12,29,7,12,9,19,38,14,21,12,18
"499",15,21,9,21,18,45,19,66,10,15,12,16,22,22,434,12,11,19,23,14,12,17,16,10,7,88,12,11,22,9,11,7,431,11,10,16,13,22,15,432,41,10,31,24,7,18,14,14,12,49
"500",14,14,11,12,28,15,32,10,15,14,10,33,32,10,9,19,13,120,40,22,12,11,16,11,106,27,15,12,8,116,13,36,20,21,12,46,42,21,14,10,109,64,45,10,22,12,12,36,11,12
"501",19,14,24,40,9,19,24,12,59,22,7,12,12,119,14,28,26,37,16,173,13,21,165,10,15,10,11,15,9,15,11,15,12,10,13,11,12,20,46,22,171,18,18,10,10,16,160,12,15,20
"502",12,17,274,11,27,15,11,11,11,9,11,27,9,21,37,15,10,11,13,17,17,165,232,26,16,488,17,9,29,47,33,21,14,9,55,NA,8,8,16,12,13,18,486,8,10,98,26,29,11,92
"503",11,22,17,14,31,13,18,11,15,61,16,31,64,19,14,19,12,11,18,9,18,18,14,12,30,18,8,14,35,34,11,27,16,19,11,24,19,20,8,29,10,13,13,67,22,12,35,10,40,39
"504",16,14,9,13,24,10,10,134,18,17,23,9,9,14,13,11,10,14,10,13,16,14,13,8,13,12,15,62,15,10,14,15,13,15,13,11,137,130,18,147,7,13,13,13,13,9,85,15,11,20
"505",10,11,10,12,14,14,14,62,90,144,NA,55,34,14,23,35,22,29,30,19,35,21,9,19,12,9,158,24,13,9,40,9,36,481,10,11,75,14,35,14,13,9,22,11,21,14,27,24,20,157
"506",NA,NA,NA,NA,10,10,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,10,NA,NA,NA,NA,16,18,12,NA,NA,NA,25,NA,8,NA,11,15,NA,NA,NA,11,206,NA,NA,11,NA,6,NA,9,NA,9
"507",68,138,12,116,21,18,27,18,19,93,13,9,18,13,12,12,123,11,15,12,9,14,9,10,10,10,9,31,54,17,9,7,40,17,14,7,14,10,13,19,10,18,11,7,13,9,14,14,12,9
"508",13,13,11,14,30,23,143,10,12,17,9,439,14,21,11,14,9,16,55,19,11,10,64,9,12,15,170,51,20,9,14,9,10,11,60,12,51,13,13,12,82,13,438,22,9,14,13,19,205,29
"509",17,13,17,27,12,17,19,20,11,152,119,32,17,10,47,10,21,11,15,9,47,35,14,33,169,10,9,142,13,102,50,8,42,23,159,9,10,35,33,19,21,13,14,28,11,10,20,37,11,8
"510",12,20,18,24,10,15,21,21,22,10,10,12,17,32,22,486,10,119,13,16,8,7,26,480,22,24,22,13,11,9,14,14,16,23,17,130,25,23,13,11,11,108,12,30,20,16,17,7,35,41
"511",26,15,21,14,17,23,435,17,16,11,10,12,37,12,10,26,8,15,11,24,18,10,37,20,15,12,78,439,13,9,11,16,10,17,17,16,10,21,20,486,11,16,58,20,10,10,22,12,12,11
"512",21,10,423,11,12,10,13,16,18,12,15,11,349,9,19,22,13,11,9,12,12,423,15,20,10,16,13,10,10,393,13,23,19,14,17,17,33,12,13,9,20,12,14,258,21,15,11,12,18,12
"513",NA,33,31,11,NA,31,33,16,15,54,18,41,18,12,16,11,29,10,20,60,20,136,10,18,20,16,40,11,38,NA,23,9,8,39,17,30,42,13,13,44,132,11,24,13,NA,17,34,24,10,14
"514",17,15,347,11,15,17,9,12,12,8,11,21,13,11,15,10,51,11,16,12,12,16,12,9,361,11,10,270,10,9,13,17,14,240,20,11,12,16,14,9,14,11,8,13,281,15,10,9,26,11
"515",9,13,21,8,11,29,10,15,12,23,23,8,10,101,199,72,29,7,99,14,12,17,11,10,31,28,18,9,10,9,30,9,44,351,17,10,15,7,29,53,6,92,12,338,263,10,16,19,9,14
"516",16,15,59,15,12,16,8,462,10,8,118,28,12,460,54,19,17,12,11,24,15,17,54,19,9,25,11,13,114,40,8,14,10,53,37,22,12,37,10,8,11,6,15,11,37,69,12,8,14,10
"517",14,35,7,81,13,12,123,153,9,10,19,16,16,15,20,15,11,35,10,18,11,18,12,36,35,82,9,35,10,9,10,9,17,10,15,13,12,19,106,18,22,18,131,115,11,10,10,18,32,14
"518",12,12,11,12,25,16,13,11,NA,26,9,13,379,8,12,21,30,23,10,9,39,17,23,17,NA,10,8,17,11,16,11,46,11,9,14,13,15,22,16,11,19,14,9,10,NA,18,15,11,13,11
